code_commune;nb_menages_fiscaux;nb_personnes;revenu_median_disponible
48103;435;1068;23200
48104;202;429;19930
51056;122;250;27320
51057;NULL;NULL;NULL
51058;1787;3905;25610
51059;161;351;22150
51060;67;154;20870
51061;48;125;30600
51062;49;100;21630
51063;74;165;24890
51065;284;649;22510
51066;152;336;20200
51068;73;196;22640
51069;45;106;30070
51070;106;229;19460
51071;75;208;22570
51072;82;227;26060
51073;84;215;26360
51074;679;1800;25010
51075;578;1467;26830
51076;192;437;26610
51077;81;189;26360
51078;206;530;23930
51079;364;879;27690
51080;70;193;20810
51081;123;324;29110
51082;42;102;23960
51083;NULL;NULL;NULL
51084;NULL;NULL;NULL
51085;159;368;22290
51086;124;332;25750
51087;80;201;26880
51088;180;447;27290
51089;NULL;NULL;NULL
51090;127;318;22360
51091;63;134;22700
51092;155;355;23010
51093;184;440;28980
51094;76;186;22550
51095;NULL;NULL;NULL
51097;76;174;26330
51098;50;139;21490
51099;120;318;21670
51100;NULL;NULL;NULL
51101;266;709;29180
51102;182;487;26780
51103;62;139;27090
51104;52;119;21180
51105;576;1454;32430
51106;50;126;24270
51107;130;334;24260
51108;19725;38961;19820
51109;72;192;30060
51110;NULL;NULL;NULL
51111;55;138;26310
51112;189;457;30440
51113;48;116;21790
51115;249;590;28870
51116;113;283;21490
51117;132;333;25880
51118;557;1608;28440
51119;219;517;29470
51120;56;141;24620
51121;108;268;22580
51122;50;115;23870
51124;NULL;NULL;NULL
51125;NULL;NULL;NULL
51126;NULL;NULL;NULL
51127;NULL;NULL;NULL
51128;NULL;NULL;NULL
51129;105;261;23840
51130;97;232;19390
51132;58;117;22160
51133;NULL;NULL;NULL
51134;100;234;23080
51135;NULL;NULL;NULL
51136;292;646;23410
51137;91;222;22220
51138;NULL;NULL;NULL
51139;132;305;23330
51140;142;364;24070
51141;317;807;22510
51142;150;364;27850
51143;NULL;NULL;NULL
51144;264;581;20070
51145;102;226;37670
51146;40;120;25890
51147;122;326;23040
51148;74;163;23910
51149;187;475;25320
51150;NULL;NULL;NULL
51151;72;180;24200
51152;228;527;28380
51153;481;1105;26760
51154;83;217;24270
51155;258;602;21620
51156;60;133;21840
51157;NULL;NULL;NULL
51158;222;577;22850
51160;538;1365;23920
51161;310;769;23860
51162;308;647;19840
51163;114;244;26370
51164;58;136;18280
51165;468;1055;22260
51166;NULL;NULL;NULL
51167;65;143;23550
51168;101;240;25160
51169;NULL;NULL;NULL
51170;45;112;20610
51171;587;1494;25500
51172;2826;6278;25580
51173;53;128;31020
51174;NULL;NULL;NULL
51175;85;221;22370
51176;62;146;23110
51177;81;195;31500
51178;NULL;NULL;NULL
51179;70;169;23140
51181;150;400;28410
51182;NULL;NULL;NULL
51183;467;1236;25340
51184;179;396;22840
51185;126;288;21250
51186;NULL;NULL;NULL
51187;109;310;23390
51188;85;218;26910
51190;NULL;NULL;NULL
51191;NULL;NULL;NULL
51192;150;343;24450
51193;1005;2469;25230
51194;167;444;23590
51195;357;842;23670
51196;393;869;26080
51197;NULL;NULL;NULL
51198;257;677;23450
51199;190;421;25610
51200;175;389;28180
50040;64;131;20470
50041;4916;11940;24510
50042;183;408;22330
50044;134;324;21410
50045;269;662;24370
50046;182;430;22620
50048;240;547;20520
50049;276;647;20530
50050;49;132;20330
50052;68;136;21860
50054;77;188;19100
50055;43;116;22410
50058;806;1617;23800
50059;122;296;23340
50060;192;443;20770
50062;NULL;NULL;NULL
50064;70;186;21030
50066;1233;2490;26410
50069;145;348;21240
50070;NULL;NULL;NULL
50072;83;217;20620
50074;1042;2127;20180
50076;1764;3562;23600
50077;464;1091;27070
50078;222;443;23470
50079;167;431;23830
50081;366;838;27200
50082;2615;5953;21520
50083;260;646;22970
50084;241;541;23510
50085;610;1379;23100
50086;148;333;22660
50087;888;2136;24090
50088;69;137;18120
50090;304;614;19300
50092;278;664;21720
50093;180;432;20680
50094;168;399;20670
50095;742;1739;22160
50096;86;210;21370
50097;61;139;20150
50098;269;628;20290
50099;4643;9432;20400
50101;102;232;22880
50102;419;810;25070
50105;45;101;21590
50106;105;258;21150
50108;185;427;21210
50109;857;1873;20270
50110;405;959;20940
50111;448;973;20760
50112;205;471;20000
50115;148;360;20810
50117;191;384;22940
50118;139;343;21700
50120;140;378;22130
50121;108;239;21860
50124;72;145;18820
50126;47;139;21910
50129;37954;76785;21990
50130;189;439;21500
50135;84;242;21620
50137;268;629;22460
50138;220;548;22360
50139;1779;4092;22800
50142;505;1117;22710
50143;390;917;24000
50144;227;500;17890
50145;242;596;19950
50146;101;207;20510
50147;3995;7382;19980
50148;197;497;21900
50149;464;1240;24760
50150;105;234;20390
50151;983;2107;20440
50152;103;224;20170
50155;107;289;22040
50156;NULL;NULL;NULL
50158;122;244;19560
50159;272;621;19900
50161;231;542;20680
50162;673;1665;24940
50164;418;997;20730
50165;1750;3350;23490
50166;124;305;20370
50167;363;808;21740
50168;1267;2726;21380
50169;42;105;21400
50172;136;348;22000
50174;81;211;20560
50175;95;235;21950
50176;139;363;20240
50177;168;380;21910
50178;628;1341;25140
50181;144;357;21040
50182;128;292;21000
50183;156;351;20290
50184;746;1592;21340
50185;427;1084;22470
50186;90;232;22160
50188;465;1118;20100
50190;88;187;21700
50192;53;133;20260
50193;92;216;20400
50194;157;378;20620
50195;113;248;19080
50196;234;468;24570
50197;977;1980;20290
50198;210;465;20210
50199;245;443;21490
50200;397;818;18320
50205;108;304;22220
50207;71;174;19720
50208;75;170;20970
50209;607;1566;22810
50210;156;356;19560
50214;115;275;18960
50215;1607;3343;22790
50216;314;738;20550
50217;243;574;21040
50218;7156;12231;21670
50219;274;654;22880
50221;NULL;NULL;NULL
50222;327;822;23080
50225;54;128;18010
50227;141;332;19790
50228;526;1112;19880
50229;NULL;NULL;NULL
50230;376;948;25840
50231;374;734;24450
50232;179;462;20040
50233;58;162;22400
50234;NULL;NULL;NULL
50235;132;317;23270
50236;1978;3940;20300
50237;628;1243;19250
50238;150;351;21560
50239;758;1825;22790
50240;193;548;25800
50241;70;178;22190
50243;214;458;22340
50246;NULL;NULL;NULL
50247;81;179;21080
50251;130;360;23440
50252;377;955;21300
50253;79;176;19750
50256;1373;3198;20660
50258;NULL;NULL;NULL
50259;264;697;21940
51201;58;132;29460
51202;340;723;25320
51203;79;216;25170
51204;614;1344;24620
51205;108;274;26310
51206;43;106;19360
51208;44;108;26820
51210;736;1535;26010
51211;NULL;NULL;NULL
51212;63;151;24670
51213;NULL;NULL;NULL
51214;56;128;21560
51215;48;121;22470
51216;104;283;21940
51217;1343;2736;21790
51218;59;128;21980
51219;81;190;20050
51220;63;151;24970
51222;NULL;NULL;NULL
51223;NULL;NULL;NULL
51224;76;168;23310
51225;136;343;31820
51226;NULL;NULL;NULL
51227;188;503;25090
51228;NULL;NULL;NULL
51229;50;109;21300
51230;10806;21346;20090
51231;275;670;26460
51232;163;415;25360
51233;NULL;NULL;NULL
51234;280;636;22670
51235;116;278;24560
51236;60;142;21710
51237;819;1760;21080
51238;178;440;22530
51239;NULL;NULL;NULL
51240;56;116;22360
51241;NULL;NULL;NULL
51242;1947;4934;21910
51243;146;334;21530
51244;93;238;26180
51245;238;597;25790
51246;93;223;24580
51247;64;146;23440
51248;976;2115;21010
51249;182;401;26310
51250;2386;5299;20270
51251;75;177;28230
51252;202;465;25190
51253;109;222;21770
51254;107;234;26110
51255;NULL;NULL;NULL
51256;139;338;29160
51258;102;231;22100
51259;79;198;23650
51260;NULL;NULL;NULL
51262;872;1857;21790
51263;151;379;22550
51264;216;499;22510
51265;245;560;24320
51266;214;569;28600
51267;83;188;29650
51268;67;173;24560
51269;142;271;23260
51270;103;242;21250
51272;217;452;19070
51273;NULL;NULL;NULL
51274;50;112;19970
51275;67;170;23670
51276;58;139;24710
51277;118;278;24190
51278;114;293;26310
51279;83;188;19880
51280;NULL;NULL;NULL
51281;258;623;26690
51282;732;1928;33320
51283;66;139;22860
51284;116;301;20520
51285;64;136;24400
51286;106;246;20470
51287;322;665;26640
51288;98;238;24690
51289;185;437;21880
51290;117;273;19630
51291;554;1420;28890
51292;52;131;24310
51293;184;484;25530
51294;NULL;NULL;NULL
51295;134;297;23200
51296;NULL;NULL;NULL
51298;178;419;21660
51299;366;950;26170
51300;NULL;NULL;NULL
51301;48;121;27740
51302;NULL;NULL;NULL
51303;233;547;23100
51304;59;169;18720
51305;60;156;30250
51306;42;108;19720
51307;83;230;23070
51308;807;1884;27160
51309;41;115;25500
51310;87;225;28480
51311;80;197;21270
51312;370;930;27030
51313;150;365;24100
51314;88;218;25280
51315;60;137;22740
51316;135;256;23530
51317;NULL;NULL;NULL
51318;225;588;28970
51319;NULL;NULL;NULL
51320;149;350;22690
51321;NULL;NULL;NULL
51322;46;114;19540
51323;NULL;NULL;NULL
51324;47;105;23290
51325;48;120;23550
51326;384;1090;23800
51327;81;185;23660
51328;423;1007;23160
51329;528;1448;26130
51333;300;712;28360
51334;196;455;22440
51336;NULL;NULL;NULL
51337;99;285;23520
51338;301;655;26900
51339;234;588;24440
51340;203;503;23490
51341;NULL;NULL;NULL
51342;111;249;28000
51343;295;630;22160
51344;672;1537;24430
51345;112;276;22950
51346;533;1180;21610
51348;59;132;24830
51349;90;180;19940
51350;45;108;20610
51351;NULL;NULL;NULL
51352;331;821;20560
51353;NULL;NULL;NULL
51354;112;273;26080
51355;NULL;NULL;NULL
51356;62;145;23260
51357;250;635;25880
51358;230;519;19340
51359;91;215;23660
51360;124;282;23360
51361;46;108;20420
51362;252;624;29360
51363;105;259;23580
51364;NULL;NULL;NULL
51365;376;982;30790
51367;486;1080;23270
51368;NULL;NULL;NULL
51369;124;331;23000
51370;84;192;23210
50511;59;133;21220
50512;221;514;21210
50513;86;197;20190
50514;114;288;20360
50517;78;171;21400
50518;127;298;19630
50519;212;582;25850
50521;65;151;19960
50522;109;253;20500
50523;1354;2840;20910
50525;154;313;20320
50528;141;304;20560
50529;NULL;NULL;NULL
50531;311;736;22170
50532;2222;4448;26080
50533;79;170;21390
50535;407;932;20840
50536;71;154;23130
50537;178;421;22870
50538;179;429;25240
50539;818;1753;20010
50540;244;607;22370
50541;611;1455;23180
50542;247;464;20010
50543;538;1334;22520
50546;1387;3357;22270
50548;53;125;20700
50549;146;388;21510
50550;1452;3341;20340
50551;934;2034;20510
50552;135;309;20140
50553;131;288;21370
50554;618;1474;24190
50556;270;694;23850
50562;896;1707;21400
50563;126;297;19740
50564;543;1294;20590
50565;1236;2778;21450
50567;377;919;22670
50568;213;475;21990
50569;172;459;21080
50570;188;388;18380
50571;NULL;NULL;NULL
50572;78;175;21430
50574;120;273;20620
50575;306;821;25780
50576;432;952;25690
50577;131;284;20610
50578;NULL;NULL;NULL
50579;568;1432;23080
50580;184;512;23130
50582;1466;2972;19960
50584;155;384;20740
50585;550;1252;22440
50587;NULL;NULL;NULL
50588;280;704;23080
50589;116;274;20590
50590;165;418;21280
50591;734;1510;19670
50592;1074;2275;20210
50593;258;599;20750
50594;403;1085;25690
50596;132;329;21210
50597;380;952;21460
50598;120;264;21250
50599;590;1617;26120
50601;1956;4235;21380
50603;397;813;22740
50604;309;737;24040
50606;225;485;20010
50607;162;400;21570
50609;63;136;22660
50610;80;195;21900
50612;337;729;23060
50613;155;357;21930
50615;3320;6666;21950
50616;860;2051;25580
50617;151;346;18890
50618;109;242;23210
50619;141;311;21890
50621;NULL;NULL;NULL
50624;190;486;22260
50626;150;352;20610
50628;64;155;20430
50629;291;697;20080
50633;56;123;20130
50634;NULL;NULL;NULL
50637;140;309;18690
50639;1989;3781;19970
50641;239;630;22550
50643;338;782;24260
50647;560;1262;23680
50648;464;1215;22800
51001;63;161;23130
51002;575;1336;25130
51003;114;297;21930
51004;55;118;26190
51005;73;166;23650
51006;70;144;22200
51007;389;964;26900
51008;91;202;24030
51009;398;829;21050
51010;60;151;22780
51012;NULL;NULL;NULL
51013;34;103;22120
51014;101;258;25390
51015;44;118;22300
51016;107;240;23420
51017;136;346;20490
51018;315;807;24290
51019;91;240;25340
51020;NULL;NULL;NULL
51022;70;170;21750
51023;109;271;26150
51025;401;1103;25030
51027;122;309;22370
51028;419;937;24710
51029;681;1594;26000
51030;2461;5008;23630
51031;111;310;27180
51032;211;457;21340
51033;112;278;21410
51034;NULL;NULL;NULL
51035;113;275;20060
51036;232;517;25120
51037;135;338;25340
51038;77;197;29450
51039;NULL;NULL;NULL
51040;111;240;24820
51041;49;108;24010
51042;163;366;19810
51043;981;2419;22070
51044;305;782;26440
51045;44;103;26820
51046;383;1028;26350
51047;NULL;NULL;NULL
51048;65;170;23860
51049;247;589;26240
51050;60;141;23270
51051;93;259;25910
51052;246;605;27420
51053;NULL;NULL;NULL
51054;464;1239;22830
51055;3002;7077;23940
51389;321;830;21200
51390;321;744;26690
51391;876;2134;25840
51392;81;207;28540
51393;110;311;26090
51395;50;93;23790
51396;62;144;20980
51371;NULL;NULL;NULL
51372;219;561;24810
51373;NULL;NULL;NULL
51374;NULL;NULL;NULL
51375;147;398;28490
51376;64;156;24550
51377;NULL;NULL;NULL
51378;160;360;25490
51379;207;518;26190
51380;1620;3312;20180
51381;262;612;23500
51382;48;121;23930
51384;152;407;25730
51386;58;152;21460
51387;123;287;25250
51388;1611;4007;20170
52076;185;412;20190
52079;286;606;19480
52082;71;156;22320
52083;376;746;20440
52084;NULL;NULL;NULL
52085;NULL;NULL;NULL
52087;80;196;24270
52088;290;663;21180
52089;NULL;NULL;NULL
52090;NULL;NULL;NULL
52091;39;106;21690
52092;55;131;19560
52093;1172;2319;20660
52094;79;178;20510
52095;97;182;20950
52097;NULL;NULL;NULL
52099;331;716;20560
52101;NULL;NULL;NULL
52102;188;435;23290
52103;52;125;19920
52104;469;1044;24350
52105;136;292;22440
52106;56;130;24680
52107;85;195;21300
52108;69;171;21950
52109;NULL;NULL;NULL
52110;72;157;19440
52113;113;259;20320
52114;662;1392;19900
52115;46;105;21950
52116;NULL;NULL;NULL
52118;128;283;21330
52119;152;349;21240
52120;84;187;21290
52121;10546;19847;21050
52122;47;107;17680
52123;576;1280;19520
52124;NULL;NULL;NULL
52125;447;1046;25360
52126;77;167;22490
52127;NULL;NULL;NULL
52128;55;145;22600
52129;46;100;18490
52130;79;192;20330
52131;NULL;NULL;NULL
52132;88;177;19900
52133;NULL;NULL;NULL
52134;102;217;22360
52135;NULL;NULL;NULL
52136;51;98;20450
52137;NULL;NULL;NULL
52138;NULL;NULL;NULL
52140;308;708;21870
52141;136;299;24010
52142;NULL;NULL;NULL
52145;51;119;20480
52146;68;175;19810
52147;NULL;NULL;NULL
52149;NULL;NULL;NULL
52151;70;156;20680
52155;248;532;21210
52156;177;411;19960
52157;NULL;NULL;NULL
52158;122;281;21850
52159;NULL;NULL;NULL
52160;NULL;NULL;NULL
52161;NULL;NULL;NULL
52162;81;203;18410
52163;165;378;21180
52164;90;204;20530
52165;102;203;23330
52167;96;247;23290
52168;NULL;NULL;NULL
52169;NULL;NULL;NULL
52170;73;178;22030
52171;102;238;19030
52172;118;245;20420
52173;NULL;NULL;NULL
52174;NULL;NULL;NULL
52175;147;357;19290
52177;344;698;19150
52178;150;349;20180
52179;NULL;NULL;NULL
52181;NULL;NULL;NULL
52182;882;2042;21110
52183;NULL;NULL;NULL
52184;NULL;NULL;NULL
52185;NULL;NULL;NULL
52187;71;149;18880
52189;161;364;21280
52190;141;329;20300
52193;126;311;25550
52194;859;1922;20510
52195;NULL;NULL;NULL
52196;53;109;24290
52197;560;1149;19800
52198;NULL;NULL;NULL
52199;NULL;NULL;NULL
52200;NULL;NULL;NULL
52201;NULL;NULL;NULL
52203;62;139;21220
52204;NULL;NULL;NULL
52205;296;664;24210
52206;75;161;23980
52207;NULL;NULL;NULL
52208;83;156;19520
52211;707;1395;19400
52212;125;269;20190
52213;65;132;20680
52214;NULL;NULL;NULL
52216;NULL;NULL;NULL
52217;NULL;NULL;NULL
52218;NULL;NULL;NULL
52219;NULL;NULL;NULL
52220;65;126;20730
52221;53;126;23350
52222;NULL;NULL;NULL
52223;NULL;NULL;NULL
52227;98;196;22220
52228;NULL;NULL;NULL
52229;75;155;18640
52230;131;293;19850
52231;40;103;20810
52232;NULL;NULL;NULL
52233;NULL;NULL;NULL
52234;NULL;NULL;NULL
52235;111;258;19650
52237;117;262;20500
52240;86;199;20750
52242;424;937;21290
52243;56;108;21520
52244;294;769;22610
52245;NULL;NULL;NULL
52246;256;600;22980
52247;95;202;22770
52248;250;571;22040
52249;64;145;23750
52250;1418;2794;17700
52251;397;992;24430
52253;87;213;20380
52254;NULL;NULL;NULL
52256;NULL;NULL;NULL
52257;53;112;18880
52258;151;316;20460
52260;50;128;23070
52264;NULL;NULL;NULL
52265;571;1267;20870
52266;NULL;NULL;NULL
52267;91;223;23070
52269;3825;7260;20050
52271;87;207;21610
52272;51;119;23340
52273;54;119;21670
52274;131;278;23840
52275;NULL;NULL;NULL
52276;100;246;24580
52277;NULL;NULL;NULL
52278;NULL;NULL;NULL
52280;98;206;24170
52282;135;332;21700
52284;NULL;NULL;NULL
52285;NULL;NULL;NULL
52286;NULL;NULL;NULL
52287;NULL;NULL;NULL
52288;45;108;19490
52289;137;283;20190
52290;55;116;18840
52291;NULL;NULL;NULL
52292;311;648;21860
52294;285;664;20900
52295;NULL;NULL;NULL
52297;123;306;26730
52298;NULL;NULL;NULL
52300;72;164;21570
52301;NULL;NULL;NULL
52302;69;162;18750
52303;NULL;NULL;NULL
52304;NULL;NULL;NULL
52305;224;548;21120
52306;194;415;19760
52307;87;213;22500
52308;175;394;19940
52310;NULL;NULL;NULL
52311;107;226;20200
52312;NULL;NULL;NULL
52313;68;145;23910
52315;136;331;26530
52316;NULL;NULL;NULL
52318;123;239;18060
52319;NULL;NULL;NULL
52320;NULL;NULL;NULL
52321;84;185;18650
52322;59;134;20490
52325;53;121;22750
52326;NULL;NULL;NULL
52327;198;455;22630
52328;NULL;NULL;NULL
52330;NULL;NULL;NULL
52331;979;2011;20280
52332;848;1743;21500
52335;51;118;19450
52336;57;131;18960
52337;NULL;NULL;NULL
52341;53;118;20020
52342;NULL;NULL;NULL
52344;NULL;NULL;NULL
52346;137;347;19450
52347;102;216;21210
52348;285;607;21220
52349;137;310;26400
52350;NULL;NULL;NULL
52352;NULL;NULL;NULL
52353;1698;3500;20290
52354;NULL;NULL;NULL
52355;89;181;23470
52356;NULL;NULL;NULL
52357;77;172;18870
52358;NULL;NULL;NULL
52359;64;149;16770
52360;68;178;23770
52362;68;152;21530
52363;44;105;24460
52364;51;116;26510
52365;161;384;22010
52366;NULL;NULL;NULL
52367;NULL;NULL;NULL
52369;NULL;NULL;NULL
52370;129;251;18450
52371;60;142;22120
52372;NULL;NULL;NULL
52373;NULL;NULL;NULL
52374;126;281;21830
52375;NULL;NULL;NULL
52376;NULL;NULL;NULL
52377;116;280;21370
52378;NULL;NULL;NULL
52380;160;381;23860
52383;147;308;24270
52384;51;103;21310
52385;NULL;NULL;NULL
52386;196;477;18990
52388;76;160;21080
52390;NULL;NULL;NULL
52391;127;312;22380
52392;45;115;19940
52393;NULL;NULL;NULL
52394;77;198;19030
52395;NULL;NULL;NULL
52396;66;155;19750
52397;NULL;NULL;NULL
52398;263;581;20350
52399;58;127;21680
52400;73;161;18060
52401;163;356;20840
52403;NULL;NULL;NULL
52405;545;1150;21170
52406;93;191;21330
52407;129;300;19700
52411;586;1364;20960
52413;40;102;17850
52414;335;767;19250
52415;56;120;20880
52416;NULL;NULL;NULL
52419;59;131;18410
52420;66;132;18420
52421;143;312;23220
52422;119;265;22420
52423;266;605;19200
52424;NULL;NULL;NULL
52425;88;183;21750
52426;50;115;23490
52428;NULL;NULL;NULL
52429;258;582;21670
52431;68;154;20120
52432;671;1447;21170
52433;NULL;NULL;NULL
52436;NULL;NULL;NULL
52437;NULL;NULL;NULL
52438;50;121;19170
52439;NULL;NULL;NULL
52440;159;350;19940
52442;160;362;21010
52443;NULL;NULL;NULL
52444;141;304;20220
52445;NULL;NULL;NULL
52446;97;232;22010
52447;84;193;23970
52448;10741;21481;18470
52449;506;1155;23610
52450;55;127;20990
52452;46;113;24290
52453;60;128;27200
52455;125;264;21830
52456;276;632;19980
52457;73;187;23010
52459;NULL;NULL;NULL
52461;152;367;21330
52463;NULL;NULL;NULL
52464;NULL;NULL;NULL
52465;58;141;21170
52467;NULL;NULL;NULL
52468;50;105;22160
52469;197;475;24340
52470;196;398;21410
52472;54;139;21670
52473;NULL;NULL;NULL
52474;NULL;NULL;NULL
52475;NULL;NULL;NULL
52476;NULL;NULL;NULL
52479;271;596;20800
52480;151;338;21780
52482;48;101;16640
52483;NULL;NULL;NULL
52484;146;364;20770
52486;NULL;NULL;NULL
52487;NULL;NULL;NULL
52488;117;258;22670
52489;NULL;NULL;NULL
52490;338;764;19460
52491;NULL;NULL;NULL
52492;256;555;22310
52493;NULL;NULL;NULL
52494;97;229;26330
52495;NULL;NULL;NULL
52497;184;440;20690
52499;NULL;NULL;NULL
52500;277;623;22050
52502;NULL;NULL;NULL
52503;NULL;NULL;NULL
51397;68;131;19230
51398;70;162;24560
51399;223;512;21910
51402;95;247;23220
51403;221;567;26960
51404;46;116;24750
51406;65;138;19730
51407;146;383;21270
51409;150;372;25140
51410;237;524;25810
51412;NULL;NULL;NULL
51413;387;934;25630
51414;69;165;27860
51415;104;204;23370
51416;231;495;20310
51417;170;373;20860
51418;189;479;29950
51419;63;138;19350
51420;NULL;NULL;NULL
51421;38;101;25430
51422;196;490;30060
51423;771;1704;18140
51424;92;190;20920
51425;171;378;26780
51426;NULL;NULL;NULL
51428;177;478;24610
51429;81;217;27350
51430;NULL;NULL;NULL
51431;552;1236;25880
51432;380;856;20110
51433;96;246;21450
51434;309;779;25650
51435;71;169;24600
51436;353;915;25050
51437;NULL;NULL;NULL
51438;NULL;NULL;NULL
51439;195;543;26900
51440;699;1736;21360
51441;53;99;22120
51442;67;148;20730
51443;50;119;24420
51444;191;476;28150
51445;88;205;26700
51446;195;452;23130
51447;191;515;25650
51448;260;567;26270
51449;403;1040;26610
51450;173;457;29550
51451;NULL;NULL;NULL
51452;NULL;NULL;NULL
51453;445;1114;25480
51454;79085;158861;19790
51455;92;231;25180
51456;NULL;NULL;NULL
51457;116;276;23880
51458;NULL;NULL;NULL
51459;43;105;20290
51460;73;183;21830
51461;427;1021;28050
51463;71;166;24350
51464;123;304;24290
51465;68;161;28240
51466;85;205;24600
51468;143;395;32630
51469;43;113;24380
51470;NULL;NULL;NULL
51471;160;380;30310
51472;428;1068;22390
51473;47;116;24200
51474;1513;3501;22860
51475;NULL;NULL;NULL
51476;295;787;27010
51477;124;353;24840
51478;164;422;22850
51479;103;261;29390
51480;46;111;28090
51482;211;555;25440
51483;211;566;24510
51484;100;267;23750
51485;114;305;26290
51486;151;371;22740
51487;129;337;24220
51488;126;336;25800
51489;NULL;NULL;NULL
51490;79;201;24620
51491;49;110;23240
51492;673;1487;21610
51493;NULL;NULL;NULL
51495;NULL;NULL;NULL
51496;107;279;25080
51497;NULL;NULL;NULL
51498;NULL;NULL;NULL
51499;62;147;26210
51500;47;107;20750
51501;85;195;23050
51502;NULL;NULL;NULL
51503;NULL;NULL;NULL
51504;362;779;25620
51505;192;490;23290
51506;2580;5495;20820
51507;1961;3819;20260
51508;85;204;21980
51509;113;290;26150
51510;51;132;21950
51511;55;136;21600
51512;36;102;26850
51513;208;478;20930
51514;NULL;NULL;NULL
51515;126;319;21900
51516;NULL;NULL;NULL
51517;59;139;19620
51518;239;611;30020
51519;NULL;NULL;NULL
51520;NULL;NULL;NULL
51521;86;210;21340
51522;140;352;17960
51523;109;260;25830
51524;126;282;25230
51525;863;2102;26730
51526;169;381;23890
51527;114;272;23690
51528;52;129;19740
51529;152;431;23530
51530;255;715;23780
51531;827;1767;20280
51532;229;588;30230
51533;NULL;NULL;NULL
51534;81;201;24960
51535;2290;4458;20780
51536;754;1789;26860
51537;78;183;22700
51538;49;122;22460
51539;NULL;NULL;NULL
51542;66;167;22090
51543;NULL;NULL;NULL
51544;248;622;20190
51545;205;478;21510
51546;170;444;21890
51547;60;144;23080
51548;124;317;23560
51549;50;108;27850
51550;116;264;22440
51551;90;190;24650
51552;119;245;24590
51553;92;270;22110
51555;69;155;29220
51556;118;310;24380
51557;185;450;21190
51558;60;135;24970
51559;1284;3081;19410
51560;47;115;21790
51562;910;2216;28960
51563;NULL;NULL;NULL
51564;248;615;28730
51565;NULL;NULL;NULL
51566;122;291;24360
51567;187;438;23190
50260;781;1656;19350
50261;67;157;21050
50262;217;523;20680
50263;160;368;18940
50265;80;179;20080
50266;195;456;19820
50267;1056;2278;19650
50268;110;254;20200
50269;99;231;22070
50270;157;414;22480
50271;NULL;NULL;NULL
50272;539;1067;21610
50273;607;1366;19920
50274;425;974;20730
50275;52;111;21300
50276;259;579;23280
50277;277;638;25210
50278;96;257;21540
50279;249;595;20450
50281;374;793;20780
50282;100;256;20070
50283;NULL;NULL;NULL
50285;130;299;22110
50288;590;1330;22550
50289;298;699;19760
50290;164;354;20350
50291;55;134;19910
50292;1150;2706;21480
50294;544;1319;26340
50295;54;138;21620
50296;104;235;26920
50297;453;1021;21980
50298;260;646;21630
50299;81;196;21040
50300;71;167;21470
50302;118;293;22560
50304;79;195;19920
50305;292;758;23960
50310;65;156;19870
50311;98;224;18300
50312;67;135;17050
50315;109;228;19860
50317;98;274;21400
50321;195;499;26050
50324;NULL;NULL;NULL
50326;105;226;19890
50327;84;187;17980
50328;314;769;20010
50332;338;745;23270
50334;119;268;20270
50335;219;502;21470
50336;95;201;21970
50338;162;339;20240
50340;84;173;20330
50341;974;1887;19440
50342;368;814;21430
50345;277;703;23510
50347;109;248;20920
50349;687;1442;23520
50350;236;525;19340
50351;NULL;NULL;NULL
50352;120;336;19790
50353;NULL;NULL;NULL
50356;358;799;20460
53013;244;563;20970
53015;670;1863;21160
53016;502;1040;19880
53017;383;912;19960
53018;484;1210;20250
53019;49;126;21450
53021;354;1015;24060
53022;198;506;20920
53023;185;550;22340
53025;418;1100;21400
53026;176;464;22270
53027;80;188;21030
53028;220;588;21710
53029;493;1235;19450
53030;119;327;23350
53031;179;475;22220
53033;47;119;22360
53034;2550;6428;24700
53035;199;564;21390
53036;391;990;20300
53037;278;720;22270
53038;67;138;22820
53039;736;1689;21040
53040;261;638;20050
53041;102;254;20450
53042;354;853;19600
53043;215;556;21560
53045;274;700;22240
53046;116;309;21620
53047;116;262;19100
53048;499;1175;21120
53049;245;714;22130
53051;248;607;19540
53052;125;290;22260
53053;227;528;19670
53054;2618;6476;25400
53055;265;615;20380
53056;327;963;22550
53057;206;485;18100
53058;126;342;21110
53059;140;413;21640
53061;204;484;20140
53062;7571;16313;21780
53063;181;488;20170
53064;431;979;20580
53066;525;1338;21550
53067;167;398;21130
53068;70;161;19290
53069;85;163;19600
53071;202;476;19430
53072;492;1326;21870
53073;367;844;19680
53074;330;877;22330
53075;112;281;20540
53076;124;315;21520
53077;1292;3107;21510
53078;318;880;20320
53079;165;375;19330
53080;54;92;17180
53082;236;644;21220
53083;376;859;20260
53084;2028;4235;20950
53085;86;208;24350
53086;248;577;19750
53087;90;226;22550
53088;376;857;20730
53089;222;531;21930
53090;68;176;20780
53091;208;452;18780
53093;143;282;18440
53094;886;2193;22620
53096;2552;5320;20560
53097;3864;8056;21020
53098;161;394;19670
53099;437;1145;23690
53100;577;1164;20140
53101;312;827;21430
53102;72;161;20450
53103;821;2141;21620
53104;526;1359;21180
53105;94;251;21490
53106;223;513;19800
53107;1221;2341;19870
53108;208;523;21210
51568;125;301;28000
51569;154;427;31560
51570;NULL;NULL;NULL
51571;397;1021;26290
51572;92;248;26500
51573;4644;10295;23460
51574;58;144;24850
51576;566;1343;24960
51577;55;158;27150
