code_commune;nb_menages_fiscaux;nb_personnes;revenu_median_disponible
01001;331;842;24820
01002;116;264;23220
01004;6882;15358;21070
01005;767;1939;24380
01006;NULL;NULL;NULL
01007;1192;2888;24330
01008;331;787;26120
01009;152;357;24410
01010;468;1106;24700
01011;157;404;24690
01012;145;325;22300
01013;72;137;22190
01014;1375;3523;21670
01015;302;710;22960
01016;183;490;22280
01017;194;417;20950
01019;NULL;NULL;NULL
01021;553;1404;25400
01022;571;1172;20990
01023;NULL;NULL;NULL
01024;1331;3272;23420
01025;1610;4195;23880
01026;426;903;22100
01027;724;1995;24870
01028;247;639;23400
01029;269;640;21260
01030;371;847;22780
01031;1556;3461;20180
01032;1199;3248;22610
01033;6686;15284;23140
01034;4134;8915;20550
01035;141;311;24930
01036;595;1321;23680
01037;126;287;21950
01038;326;782;23550
01039;207;487;23460
01040;194;508;23090
01041;334;765;24040
01042;126;316;24960
01043;1921;4971;28090
01044;266;596;26950
01045;100;283;28510
01046;346;866;23580
01047;476;1296;26330
01049;1263;3398;25560
01050;132;361;22750
01051;NULL;NULL;NULL
01052;129;316;26030
01053;18724;37098;19640
01054;577;1583;26020
01056;148;352;21220
01057;201;484;23350
01058;349;795;22990
01060;244;551;23850
01061;461;1183;24550
01062;372;970;28420
01063;249;599;24690
01064;471;1136;21930
01065;749;1863;26450
01066;NULL;NULL;NULL
01067;105;251;25060
01068;317;707;21360
01069;643;1524;25040
01071;1924;4821;39950
01072;1337;3079;25010
01073;462;1055;24710
01074;1072;2527;22690
01075;554;1467;24170
01076;83;145;20880
01077;92;182;22770
01078;558;1340;42350
01079;316;713;22020
01080;282;645;22490
01081;330;742;25300
01082;217;498;25710
01083;388;1010;24310
01084;335;902;23060
01085;142;376;24560
01087;125;291;24720
01088;368;969;27430
01089;873;2337;24490
01090;153;379;21710
01092;667;1678;25120
01093;2303;4729;22690
01094;309;742;22100
01095;340;776;22050
01096;400;1032;22570
01098;462;1165;21600
01099;660;1592;25480
01100;74;132;20380
01101;70;162;26760
01102;389;983;23470
01103;769;1996;40150
01104;188;430;26070
01105;712;1939;28050
01106;75;172;21560
01107;67;147;21970
01108;525;1111;22230
01109;828;2209;32850
01110;69;154;20910
01111;61;137;20190
01112;167;455;24260
01113;341;849;22650
01114;235;572;30710
01115;562;1396;23080
01116;221;511;22740
01117;61;152;22590
01118;449;1049;26030
01121;47;111;22770
01123;442;1164;24470
01124;313;705;22850
01125;270;627;23620
01127;225;503;23190
01128;131;291;22100
01129;120;307;25420
01130;899;2327;23420
01133;169;412;23530
01134;736;1844;23750
01135;757;2013;39880
01136;369;975;24400
01138;1287;2793;21240
01139;184;427;20130
01140;297;735;24220
01141;182;431;25140
01142;1856;4744;24770
01143;4075;9502;45020
01145;507;1188;23000
01146;164;443;23770
01147;215;508;20910
01148;798;1907;23390
01149;451;1103;26250
01150;92;229;24150
01151;507;1160;24530
01152;300;771;27020
01153;749;2058;47940
01155;67;145;22630
01156;328;893;25450
01157;958;2458;26310
01158;377;946;34360
01159;1494;3434;23270
01160;3676;7788;26970
01162;NULL;NULL;NULL
01163;838;1997;23180
01165;584;1647;25050
01166;996;2594;26070
01167;282;710;23960
01169;250;665;25380
01170;383;1079;23660
01307;378;864;22090
01308;291;690;39040
01309;NULL;NULL;NULL
01310;51;118;23710
01311;NULL;NULL;NULL
01313;3100;7718;40680
01314;739;1781;23900
01317;137;339;22800
01318;256;780;27450
01319;182;468;25040
01320;1613;3951;24130
01321;336;886;26570
01322;1885;5070;27960
01323;413;985;22680
01325;422;1123;25830
01328;205;512;24360
01329;77;143;20210
01330;80;166;22700
01331;77;170;23580
01332;312;806;24000
01333;1434;3385;26050
01334;250;669;24000
01335;134;394;24370
01336;482;1151;23550
01337;538;1328;22680
01338;525;1274;22130
01339;585;1524;30630
01342;193;554;27970
01343;726;1872;23000
01344;2614;6024;24960
01345;976;2244;22670
01346;350;861;22760
01347;816;2180;27160
01348;1217;2863;23020
01349;213;571;26070
01350;1108;2526;23860
01351;614;1661;22740
01352;230;547;21350
01353;635;1731;26670
01354;4494;10985;30150
01355;209;521;22910
01356;84;210;24080
01357;194;455;22320
01358;182;433;23770
01359;99;256;25760
01360;707;1764;39050
01361;719;1841;27560
01362;299;851;27460
01363;792;1790;23970
01364;329;727;22310
01365;452;1111;23590
01366;416;1111;24540
01367;309;633;21380
01368;315;829;22850
01369;379;942;26340
01370;922;1547;19270
01371;478;1249;25060
01372;184;434;24820
01373;443;1045;24310
01374;799;1919;25360
01375;321;813;24350
01376;1685;4011;23150
01378;1093;2808;26920
01379;318;799;23190
01380;276;573;22120
01381;337;868;23670
01382;114;282;26110
01383;609;1479;22760
01384;971;2075;19670
01385;396;918;26340
01386;491;1150;25850
01387;88;253;23220
01388;469;970;20620
01389;795;1818;23690
01390;491;1200;23860
01391;149;322;23080
01392;263;672;25700
01393;209;557;24110
01396;447;950;20910
01397;367;935;39410
01398;553;1447;25580
01399;783;2010;41380
01400;60;126;22250
01401;756;1925;41060
01402;296;693;22150
01403;566;1304;21850
01404;73;136;23150
01405;496;1218;22200
01406;77;172;21910
01407;414;880;23070
01408;274;648;23160
01410;130;320;26250
01411;128;275;22480
01412;227;581;23860
01415;210;454;23550
01416;434;913;19690
01418;395;1143;29390
01419;2307;5636;37000
01420;806;1508;19300
01421;321;712;22120
01422;577;1358;25000
01423;421;1206;26820
01424;669;1773;29750
01425;122;292;24690
01426;1062;2525;23360
01427;2988;6979;22820
01428;45;125;25070
01429;278;712;23580
01430;266;607;22720
01431;546;1243;23880
01432;146;331;22530
01433;101;267;20220
01434;183;526;25090
01435;773;2001;37620
01436;197;455;39640
01437;90;214;21030
01439;NULL;NULL;NULL
01441;278;724;22500
01443;2128;4780;23880
01444;535;1228;22040
01445;247;636;23250
01446;596;1657;25610
01447;534;1249;22220
01448;147;347;30760
01449;294;792;25080
01450;1491;3868;25820
01451;2739;6599;24660
01452;485;1020;20230
01453;317;669;22540
01454;437;1114;22670
01456;NULL;NULL;NULL
01457;1314;3038;21320
02001;196;501;20600
02002;238;598;21150
02003;419;1018;22450
02004;81;182;18660
02005;153;407;23590
02006;112;258;22140
02007;44;110;21650
02008;118;312;20900
02009;194;526;22020
02010;64;161;21040
02011;490;1216;23420
02012;NULL;NULL;NULL
02013;152;372;22590
02014;291;726;22440
02015;NULL;NULL;NULL
02016;80;214;20340
02459;73;173;26220
02460;96;217;19680
02461;142;358;22060
02462;95;226;21750
02463;NULL;NULL;NULL
02464;148;370;22040
02465;213;544;22950
02466;58;128;22870
02467;NULL;NULL;NULL
02468;937;2066;17930
02469;193;464;18500
02470;165;392;19020
02471;54;128;22620
02472;171;399;20520
02473;77;204;20040
02474;157;398;22430
02476;255;637;18020
02477;409;956;24220
02478;107;271;21570
02480;129;306;22100
02481;182;461;29000
02482;NULL;NULL;NULL
02483;212;509;22700
02484;195;489;21540
02485;NULL;NULL;NULL
02486;NULL;NULL;NULL
02487;255;615;22580
02488;68;165;20190
02489;133;349;24990
02490;56;120;27750
02491;135;332;19180
02492;183;451;20990
02493;99;219;21160
02494;54;141;22130
02495;416;1005;20400
02496;37;105;23090
02497;457;1119;23260
02498;321;776;21100
02499;NULL;NULL;NULL
02500;325;789;19000
02501;NULL;NULL;NULL
02502;541;1107;17200
02503;351;827;18970
02504;666;1606;20440
02505;82;206;22980
02506;83;192;24990
02507;NULL;NULL;NULL
02508;57;133;23140
02509;59;157;22510
02510;64;145;24030
02511;117;298;19490
02512;113;277;22610
02513;71;142;21030
02514;279;695;21560
02515;NULL;NULL;NULL
02516;NULL;NULL;NULL
02517;130;307;19540
02518;117;279;21920
02519;72;175;16300
02520;290;773;21860
02521;515;1365;23700
02522;NULL;NULL;NULL
02523;NULL;NULL;NULL
02524;280;704;23140
02525;248;580;24280
02526;NULL;NULL;NULL
02527;180;463;22510
02528;102;218;23800
02529;78;188;20900
02530;NULL;NULL;NULL
02531;52;130;22030
02532;420;970;22290
02533;58;115;23840
02534;NULL;NULL;NULL
02535;46;114;20730
02536;NULL;NULL;NULL
02537;72;193;21940
02538;NULL;NULL;NULL
02539;279;692;20790
02540;482;1257;23350
02541;188;429;22580
02542;NULL;NULL;NULL
02543;830;1999;20380
02544;257;593;19290
02545;63;153;20850
02546;76;201;21930
02547;NULL;NULL;NULL
02548;141;372;19790
02549;367;861;23410
02550;55;127;21180
02551;45;119;21650
02552;70;175;24040
02553;99;229;20060
02554;463;1132;23900
02555;873;2081;21080
02556;NULL;NULL;NULL
02557;53;126;22220
02558;1114;2345;18770
02559;206;494;19000
02560;117;249;23450
02561;61;141;26230
02562;83;199;20910
02563;62;146;18750
02564;192;478;23480
02565;116;297;22060
02566;462;1112;22650
02567;120;271;18430
02568;71;175;23430
02569;174;433;18940
02570;73;184;20550
02571;285;650;24040
02572;194;481;24760
02573;NULL;NULL;NULL
02574;562;1280;19540
02575;711;1560;18510
02576;122;318;23410
02577;NULL;NULL;NULL
02578;NULL;NULL;NULL
02579;57;133;21710
02580;334;767;20190
02581;121;303;24060
02582;NULL;NULL;NULL
02583;NULL;NULL;NULL
02584;42;110;23460
02585;95;255;22570
02586;67;140;23510
02587;153;373;21730
02588;NULL;NULL;NULL
02589;104;265;22650
02590;74;172;20570
02591;58;141;20270
02592;87;205;20970
02593;464;1114;24260
02594;50;146;24790
02595;57;135;26460
02596;312;782;21770
02598;279;688;24010
02599;106;237;21620
02600;148;345;21480
02601;65;168;22160
02602;735;1673;19670
02604;NULL;NULL;NULL
02605;80;204;21390
02606;NULL;NULL;NULL
02607;36;100;22520
02608;205;434;18470
02609;NULL;NULL;NULL
02610;307;731;23130
02612;47;106;19640
02613;235;611;22500
02614;99;257;21020
02615;135;370;25490
02616;80;193;21160
02617;194;472;21360
02618;286;695;19600
02619;205;430;23400
02620;132;296;21360
02621;168;403;26610
02153;321;799;23230
02154;144;378;22370
02155;81;187;24570
02156;99;229;20970
02157;361;832;22270
02158;107;258;20500
02159;119;304;20010
02160;211;497;19220
02162;101;299;21880
02163;1085;2581;20430
02164;133;330;21420
02165;735;1660;20240
02166;169;393;23210
02167;328;888;22100
02168;6931;15170;18830
02169;NULL;NULL;NULL
02170;55;124;23950
02171;NULL;NULL;NULL
02172;93;244;21850
02173;5418;11236;18210
02174;305;810;21560
02175;61;159;20860
02176;76;213;20160
02177;55;139;24000
02178;44;109;22540
02179;156;377;22150
02180;290;752;21760
02181;NULL;NULL;NULL
02182;55;135;18780
02183;78;195;25090
02184;123;283;20800
02185;149;393;22810
02186;571;1268;23620
02187;512;1205;24250
02188;66;141;19920
02189;141;322;19570
02190;232;569;21820
02191;213;499;22410
02192;145;392;22250
02193;NULL;NULL;NULL
02194;84;199;19670
02195;337;898;23340
02196;137;308;23840
02197;207;512;22520
02198;93;234;22810
02199;235;607;21370
02200;44;103;18030
02201;141;361;23310
02203;509;1244;19320
02204;NULL;NULL;NULL
02205;82;216;21320
02206;NULL;NULL;NULL
02207;84;225;22970
02208;109;270;23740
02209;287;662;19980
02210;144;372;22690
02211;122;297;21490
02212;284;650;21480
02213;125;310;22330
02214;NULL;NULL;NULL
02215;311;782;21960
02216;134;338;22820
02217;380;855;21100
02218;256;629;20550
02219;73;181;20390
02220;183;447;21830
02221;54;147;23600
02222;NULL;NULL;NULL
02223;126;310;21300
02224;135;363;20360
02225;NULL;NULL;NULL
02226;785;1841;21780
02227;55;138;23190
02228;124;324;20890
02229;NULL;NULL;NULL
02230;77;168;23650
02231;366;906;19790
02232;88;205;22690
02233;50;109;22030
02234;NULL;NULL;NULL
02235;47;124;19490
02236;128;346;20610
02237;588;1367;19810
02238;714;1723;20040
02239;473;1145;20300
02240;85;199;20930
02241;NULL;NULL;NULL
02242;260;604;23860
02243;1297;2899;20380
02244;NULL;NULL;NULL
02245;686;1634;21270
02246;241;575;22510
02248;59;147;17720
02249;44;114;22300
02250;NULL;NULL;NULL
02251;NULL;NULL;NULL
02252;NULL;NULL;NULL
02253;152;389;23960
02254;53;139;23000
02255;60;151;20400
02256;51;111;19460
02257;181;448;26100
02258;155;402;21810
02259;156;399;24750
02260;256;626;19450
02261;164;383;21300
02262;85;210;22810
02263;45;111;23340
02264;304;750;18950
02265;NULL;NULL;NULL
02266;NULL;NULL;NULL
02267;115;289;20480
02268;270;675;23340
02269;58;150;20440
02270;66;172;20920
02271;58;138;18290
02272;NULL;NULL;NULL
02273;84;213;21680
02274;71;173;19630
02275;139;308;16980
02276;56;126;22880
02277;135;344;20860
02278;NULL;NULL;NULL
02279;234;573;24150
02280;153;411;23400
02281;95;247;22240
02282;180;445;20590
02283;119;294;19900
02284;NULL;NULL;NULL
02286;357;837;20540
02287;469;1082;24610
02288;150;357;20610
02289;176;421;23550
02290;1129;2682;23180
02291;159;406;22170
02292;599;1357;21390
02293;219;539;20950
02294;86;195;23060
02295;348;795;18270
02296;452;1113;22730
02297;51;133;22350
02298;640;1361;19500
02299;224;547;21460
02302;130;366;23690
02303;281;734;32520
02304;1194;2453;15660
02305;1321;2914;18960
02306;218;529;19220
02307;899;1999;22320
02308;199;473;19200
02309;265;671;20630
02310;113;258;22580
02311;56;129;21800
02312;429;1096;20120
02017;116;290;20330
02018;1097;2489;20110
02019;157;365;20150
02020;188;465;19350
02021;NULL;NULL;NULL
02022;175;425;22340
02023;47;107;21990
02024;NULL;NULL;NULL
02025;131;344;23220
02027;92;203;19980
02028;1103;2634;22010
02029;141;361;23720
02030;112;265;21120
02031;268;623;17910
02032;92;226;20150
02033;47;103;26090
02034;44;108;21540
02035;99;266;16860
02036;NULL;NULL;NULL
02037;549;1361;21890
02038;NULL;NULL;NULL
02039;57;151;20270
02040;68;176;19440
02041;349;835;23320
02042;159;373;23170
02043;NULL;NULL;NULL
02044;NULL;NULL;NULL
02046;237;553;21850
02047;49;116;23880
02048;54;137;21310
02049;308;747;23210
02050;128;302;19980
02051;171;394;24720
02052;58;136;22210
02053;246;574;25410
02054;175;457;22320
02055;NULL;NULL;NULL
02056;70;179;21760
02057;538;1241;18700
02058;326;823;19340
02059;1166;2580;17010
02060;107;257;21900
02061;87;256;19130
02062;54;139;25020
02063;156;395;20900
02064;1641;3559;19970
02065;237;561;20370
02066;86;197;22790
02067;85;207;22010
02068;NULL;NULL;NULL
02069;NULL;NULL;NULL
02070;182;436;21220
02071;260;641;22700
02072;76;179;24960
02073;257;672;21740
02074;231;582;20940
02075;78;196;22410
02076;57;165;25350
02077;157;388;23770
02078;62;165;20530
02079;60;125;18570
02080;143;320;25840
02081;165;434;22790
02082;47;116;21270
02083;299;762;22620
02084;100;264;24480
02085;354;1039;22860
02086;421;1000;21890
02087;NULL;NULL;NULL
02088;NULL;NULL;NULL
02089;502;1164;21600
02090;70;195;22130
02091;NULL;NULL;NULL
02093;529;1210;19120
02094;187;488;24840
02095;2365;5460;15620
02096;79;190;22610
02097;105;261;18840
02098;148;382;26230
02099;87;224;22600
02100;46;123;20630
02101;69;160;20840
02102;73;185;21620
02103;554;1206;20250
02104;NULL;NULL;NULL
02105;76;194;23360
02106;284;716;19110
02107;NULL;NULL;NULL
02108;63;146;23920
02109;198;464;21390
02110;908;2082;19820
02111;282;706;22420
02112;239;567;21170
02114;647;1519;22200
02115;89;202;21690
02116;63;143;19010
02117;NULL;NULL;NULL
02118;52;135;22210
02119;127;291;23140
02120;75;186;21120
02121;91;214;20230
02122;NULL;NULL;NULL
02123;128;291;22060
02124;276;649;20860
02125;65;186;22480
02126;191;434;16650
02127;79;193;20220
02128;680;1464;23550
02129;NULL;NULL;NULL
02130;77;192;19720
02131;771;1893;22870
02132;75;203;21930
02133;173;403;19700
02134;355;800;19780
02135;467;1083;18500
02136;53;132;20840
02137;47;132;23310
02138;76;187;25790
02139;184;469;22860
02140;171;420;20120
02141;755;1497;18260
02142;89;239;25250
02143;81;180;19540
02144;53;146;23770
02145;219;549;23820
02146;NULL;NULL;NULL
02148;104;240;22140
02149;NULL;NULL;NULL
02150;NULL;NULL;NULL
02151;50;102;26700
02152;NULL;NULL;NULL
03218;116;251;23410
03219;92;197;22640
03220;300;727;21000
03221;352;671;20300
03222;NULL;NULL;NULL
03223;209;466;21880
03224;144;262;17400
03225;191;405;19360
03226;107;254;17830
03227;175;419;21890
03228;NULL;NULL;NULL
03229;276;624;20710
03230;219;542;21470
03231;94;189;20480
03232;124;313;22340
03233;155;393;23610
03234;179;377;20160
03235;393;870;20400
03236;1677;3569;19550
03237;197;429;19870
03238;220;435;19530
03239;119;261;19500
03240;266;540;19390
03241;152;335;18260
03242;267;600;21130
03243;60;132;23700
03244;60;119;22600
03245;54;122;22710
03246;247;573;21590
03247;467;1057;20690
03248;90;169;18640
03249;83;164;18620
03250;162;355;20680
03251;191;376;20870
03252;278;699;22700
03253;167;369;21290
03254;2443;4725;20420
03255;76;151;20990
03256;89;200;21110
03257;370;811;21440
03258;759;1801;23430
03259;158;317;19430
03260;95;202;18610
03261;86;182;22690
03262;921;2122;23930
03263;82;162;21580
03264;1268;2668;20710
03265;307;633;19530
03266;119;261;21650
03267;311;687;22730
03268;174;406;21530
03269;NULL;NULL;NULL
03270;50;131;21670
03271;368;866;24640
03272;122;276;18140
03273;198;474;22390
03274;135;299;18570
03275;787;1621;20950
03276;55;103;20800
03277;109;236;20030
03278;88;213;22130
03279;241;545;20780
03280;92;204;18810
03281;191;373;20170
03282;173;352;18160
03283;465;1086;20880
03284;138;294;20630
03285;84;201;22260
03286;512;1190;23650
03287;162;348;20080
03288;197;418;19020
03289;233;503;20550
03290;664;1619;24180
03291;185;389;20680
03292;375;814;21170
03293;164;306;20000
03294;85;176;23040
03295;NULL;NULL;NULL
03296;175;330;19220
03297;745;1474;20130
03298;1753;3395;19790
03299;99;218;16770
03300;221;484;19030
03301;484;1181;22670
03302;NULL;NULL;NULL
03303;101;254;20260
03304;994;2291;24370
03305;264;598;22050
03306;781;1900;24890
03307;115;235;23770
03308;70;151;17720
03309;235;436;18290
03310;14705;24024;19740
03311;145;308;22980
03312;110;261;19400
03313;118;239;20460
03314;549;1381;24520
03315;558;1196;20540
03316;427;1004;20990
03317;150;282;18690
03319;211;479;20170
03320;357;703;19000
03321;5918;12418;22930
04001;520;1225;24090
04004;234;446;20530
04005;NULL;NULL;NULL
04006;342;576;20690
04007;NULL;NULL;NULL
04008;505;993;19900
04009;NULL;NULL;NULL
04012;NULL;NULL;NULL
04013;249;564;23240
04016;NULL;NULL;NULL
04017;NULL;NULL;NULL
04018;347;659;19280
04019;1384;2414;19800
04020;49;103;17650
04021;61;135;20880
04022;200;419;18300
04023;89;170;20140
04024;62;131;19940
04025;195;401;20340
04026;88;160;19930
04027;95;221;24770
04028;58;100;18180
04030;NULL;NULL;NULL
04031;257;516;21040
04032;74;130;21950
04033;311;732;19930
04034;420;990;19970
04035;113;237;21230
04036;427;943;23820
04037;NULL;NULL;NULL
04039;671;1358;19940
04040;NULL;NULL;NULL
04041;121;265;20230
04042;67;126;21580
04043;NULL;NULL;NULL
04045;535;1100;19550
04046;286;644;22760
04047;306;690;23680
04049;2518;5058;20370
04050;NULL;NULL;NULL
04051;NULL;NULL;NULL
04053;230;515;24230
04054;NULL;NULL;NULL
04055;74;171;18680
04057;76;160;16710
04058;107;273;21680
04059;112;226;19890
04061;198;362;21200
04062;75;148;19370
04063;488;1163;24080
04065;302;571;20620
04066;221;550;21590
04067;NULL;NULL;NULL
04068;337;704;24300
04069;NULL;NULL;NULL
04070;8112;15515;20860
04072;NULL;NULL;NULL
04073;217;378;22380
04074;54;103;17960
04075;179;393;25210
04076;359;680;20490
04077;68;157;20950
04079;619;1342;22520
04081;181;318;21330
04084;234;467;22120
04085;NULL;NULL;NULL
04086;146;304;23820
04087;61;123;22000
04088;2168;4313;20220
04090;97;191;18500
04091;NULL;NULL;NULL
04092;NULL;NULL;NULL
04093;NULL;NULL;NULL
04094;1416;2674;21350
04095;NULL;NULL;NULL
04096;502;1044;20950
04097;179;379;20510
01171;327;898;24860
01173;5127;11561;33730
01174;75;169;24230
01175;339;831;22530
01177;87;186;24470
01179;840;1963;24120
01180;318;785;50060
01181;451;1224;24770
01183;565;1463;25030
01184;342;780;23410
01185;2013;3978;23020
01187;321;672;22840
01188;249;695;23640
01189;451;1079;26780
01190;NULL;NULL;NULL
01191;71;160;24680
01192;925;2216;22630
01193;100;223;24780
01194;2658;6287;23470
01195;723;1770;25190
01196;470;1186;21750
01197;175;388;24320
01198;103;266;24190
01199;914;2015;22110
01200;82;193;21620
01202;3313;7398;23160
01203;529;1290;24040
01204;284;696;25560
01206;115;274;24840
01207;126;343;26500
01208;67;132;24310
01209;265;703;29320
01210;106;188;21370
01211;605;1374;24150
01212;287;678;21650
01213;539;1428;23790
01214;73;159;24710
01215;54;136;24180
01216;368;822;23110
01219;77;162;20690
01224;1312;3371;23110
01225;154;364;26840
01227;276;668;23330
01228;262;634;24970
01229;524;1228;23680
01230;138;322;21070
01231;820;2039;24320
01232;947;2169;23330
01233;55;121;23460
01234;72;149;24730
01235;457;1134;23000
01236;407;991;22620
01237;657;1710;22910
01238;1050;2823;27610
01239;271;657;24160
01240;282;645;24440
01241;580;1323;24700
01242;56;122;18460
01243;509;1292;26300
01244;3427;8113;23970
01245;386;891;24350
01246;898;2137;23060
01247;138;307;31340
01248;870;2284;28350
01249;4068;9546;25630
01250;719;1963;26020
01252;316;850;25040
01254;844;2199;26820
01255;267;606;21790
01257;147;353;28690
01258;472;1220;26250
01259;263;702;24430
01260;116;333;26460
01261;251;679;27470
01262;2975;6939;22820
01263;1626;3871;24910
01264;402;984;23630
01265;1535;3515;20160
01266;1236;2466;22060
01267;405;994;24440
01268;106;262;23840
01269;1436;3177;17640
01272;659;1479;22700
01273;714;1728;22380
01274;241;634;20530
01275;1014;2547;30020
01276;557;1574;26630
01277;62;124;23280
01279;NULL;NULL;NULL
01280;76;154;23640
01281;1635;4048;35900
01282;101;250;24460
01283;9235;22233;17830
01284;285;729;22460
01285;489;1336;27830
01286;417;1002;26330
01288;991;2431;39070
01289;2735;6061;23570
01290;581;1382;27110
01291;346;847;23660
01293;64;152;25900
01294;360;880;22830
01295;231;649;24010
01296;164;386;23950
01297;340;960;27300
01298;57;140;30150
01299;201;509;25120
01301;1128;2598;24380
01302;77;166;25610
01303;782;1682;21710
01304;1195;2820;22190
01305;1084;2056;20060
01306;704;1327;21100
02777;70;154;21640
02778;NULL;NULL;NULL
02779;90;241;19050
02780;569;1335;20350
02781;177;450;23180
02782;88;204;20820
02783;50;114;16910
02784;66;147;20610
02785;451;1087;22990
02786;58;139;24100
02787;109;254;22530
02788;200;469;22430
02789;1162;2406;18310
02790;95;226;20060
02791;111;266;22590
02792;63;141;21460
02793;46;119;22150
02794;79;198;25350
02795;734;1591;21120
02796;NULL;NULL;NULL
02797;64;173;18340
02798;460;1183;21360
02799;153;379;20810
02800;124;335;21910
02801;114;265;19880
02802;67;173;19570
02803;58;136;22440
02804;80;198;22180
02805;1108;2536;19810
02806;112;273;19680
02807;264;647;24380
02808;117;271;20260
02809;NULL;NULL;NULL
02810;4466;10253;20030
02812;86;219;25230
02813;95;258;20930
02814;68;167;21010
02815;188;435;22620
02816;188;495;21570
02817;NULL;NULL;NULL
02818;376;896;23430
02819;46;102;18320
02820;743;1723;23220
02821;285;686;23680
02822;162;430;23990
02823;NULL;NULL;NULL
02824;167;380;26050
02826;147;363;20710
02827;117;307;20270
02828;NULL;NULL;NULL
02829;NULL;NULL;NULL
02830;379;899;19350
02831;147;347;20180
02832;83;178;20410
02833;182;481;19560
02834;65;153;22250
03001;1303;2953;22440
03002;131;292;20580
03003;480;925;20600
03004;100;228;18160
03005;138;308;16900
03006;331;598;16660
03007;153;370;22680
03008;169;375;20280
03009;56;124;19480
03010;187;416;20270
03011;151;393;21690
03012;142;313;22270
03013;1855;3924;22900
03014;74;150;21160
03015;128;329;21000
03016;60;132;22360
03017;84;189;18360
03018;283;664;21440
03019;766;1658;21120
03020;134;284;20580
03021;113;235;21590
03022;495;976;18360
03023;4170;8546;22710
03024;122;266;18360
03025;600;1368;21380
03026;319;765;22860
03027;428;932;18970
03028;159;360;20070
03029;371;798;22270
03030;375;901;22060
03031;124;278;21190
03032;101;237;19730
03033;73;182;21520
03034;227;507;20020
03035;87;204;16270
03036;1128;2254;21130
03037;108;258;19010
03038;235;504;23350
03039;169;389;20980
03040;483;1170;25200
03041;172;338;20010
03042;248;537;18230
03043;536;1184;20590
03044;654;1570;23010
03045;388;878;22350
03046;499;990;18600
03047;191;407;21450
03048;594;1129;19410
03049;170;420;22100
03050;84;158;15450
03051;142;293;19950
03052;460;1091;22310
03053;510;972;21140
03054;97;217;23900
03055;430;946;21480
03056;176;416;20910
03057;96;195;20690
03058;92;201;20470
03059;164;393;21080
03060;409;990;23020
03061;163;384;22610
03062;184;379;23350
03063;436;1042;21460
03064;87;161;19490
03065;248;557;20780
03066;173;323;18770
03067;58;118;22750
03068;56;96;19020
03069;141;303;19870
03070;56;137;20910
03071;123;256;19000
03072;200;480;21350
03073;270;623;22850
03074;299;634;21460
03075;75;144;21800
03076;99;241;23410
03077;57;135;17330
03078;132;237;21010
03079;137;278;21550
03080;283;723;22280
03081;143;333;20040
03082;3122;5927;20110
03083;264;599;22090
03084;1033;1981;20750
03085;274;695;24140
03086;145;315;20010
03087;259;501;18580
03088;135;315;17700
03089;65;135;20370
03090;126;307;18690
03091;184;443;21610
03092;285;656;21500
03093;510;1251;23410
03094;1481;3361;24640
03095;6230;12355;20260
03096;NULL;NULL;NULL
03097;158;363;22470
03098;2153;4325;21580
03099;177;368;20150
03100;634;1342;20940
03101;4069;8579;22310
03102;1438;2922;20370
03103;467;907;18210
03104;544;1130;21170
03105;171;358;20720
03106;553;1330;22150
03107;542;1143;21820
03108;151;301;20580
03109;324;779;21390
03110;435;1069;24120
03111;517;1123;22520
03112;283;630;20710
03113;232;446;19520
03114;121;260;23110
03115;156;327;21340
03116;94;186;21300
03117;201;419;19560
03118;2718;5437;20220
03119;188;395;19950
03120;293;671;21020
03121;258;626;23350
03122;111;254;20300
03124;86;212;21000
03125;58;103;13820
03126;549;1167;22490
03127;262;495;22010
03128;1221;2738;21480
02622;NULL;NULL;NULL
02623;NULL;NULL;NULL
02624;112;222;21480
02625;57;139;19890
02626;144;341;24170
02627;47;122;22210
02628;88;236;22710
02629;111;274;19360
02631;165;417;20420
02632;NULL;NULL;NULL
02633;NULL;NULL;NULL
02634;NULL;NULL;NULL
02635;61;149;21350
02636;85;193;22790
02637;127;289;25290
02638;91;235;19310
02639;152;367;22060
02640;63;152;17930
02641;48;129;15470
02642;83;169;19410
02643;313;768;23420
02644;146;368;23440
02645;97;222;21620
02647;NULL;NULL;NULL
02648;822;1889;19360
02649;105;278;21270
02650;145;351;19390
02651;NULL;NULL;NULL
02652;NULL;NULL;NULL
02653;202;478;22910
02654;NULL;NULL;NULL
02655;56;144;20900
02656;153;384;26050
02657;81;209;18730
02658;99;236;23060
02659;215;499;26840
02660;NULL;NULL;NULL
02661;93;231;23780
02662;138;338;22670
02663;81;193;22220
02664;53;124;25210
02665;121;299;22760
02666;393;861;17920
02667;87;219;24430
02668;434;974;18690
02670;62;136;19280
02671;113;274;19720
02672;105;249;23190
02673;167;450;22240
02674;NULL;NULL;NULL
02675;54;123;20720
02676;695;1680;20520
02677;106;228;20260
02678;NULL;NULL;NULL
02679;54;153;21140
02680;902;1997;21520
02681;112;255;19790
02682;48;108;19130
02683;NULL;NULL;NULL
02684;1380;3057;18170
02685;44;108;23470
02686;168;371;22190
02687;136;346;24650
02688;NULL;NULL;NULL
02689;NULL;NULL;NULL
02690;NULL;NULL;NULL
02691;24635;51119;17990
02693;90;234;21140
02694;246;619;21550
02695;NULL;NULL;NULL
02696;NULL;NULL;NULL
02697;155;383;23560
