code_commune;pop_00_14;pop_15_29;pop_30_44;pop_45_59;pop_60_74;pop_75_89;pop_90_p
22052;68,1968038351528;39,2085890186538;64,4020086937035;72,946472252314;108,066642945661;20,4466784580778;2,73280479643732
22053;101;91;78;124;153;110;25
22054;353,351316004561;294,758660432219;379,465029860191;712,781062919295;1310,47894950177;737,871763300392;127,293217981576
22055;895;705;847;1358;1954;969;134
22056;300;208;305;382;337;210;41
22057;85;47;73;79;70;36;10
22059;294;220;242;324;240;76;7
22060;114,053033096964;101,551545918981;91,1504306377554;133,175063670893;114,137738358956;59,1195942103029;5,81259410614785
22061;189,40290114311;191,395858695113;182,846429455009;347,373505024091;264,723238953959;153,674170768374;20,583895960344
22062;78,7800602887913;82,1024216519175;84,5638202231579;122,228331973163;122,430809254061;46,8132684784527;6,08128813045597
22063;115;80;96;119;97;45;2
22064;93,5069657648735;180,017189741009;78,0695940531842;150,38587836497;191,348864001229;178,67566937385;79,9958387008847
22065;342,584450386755;244,855137214575;299,277055845205;344,508162334218;298,523228019566;177,093135447775;18,1588307519046
22067;374,389041064337;328,803829595336;347,455258018144;518,202253475888;578,963770052887;342,869988294038;57,3158594993705
22068;84,8802493751805;67,9902341702584;75,9620525933227;90,0333522125763;71,076340725297;37,0517720358511;3,00599888751395
22069;39;17;37;58;42;20;3
22070;976;1818;1044;1368;1167;612;130
22071;181,474907686886;89,0238626481997;163,824659863303;134,156727438313;83,2492573308252;61,3439243546912;4,92666067778155
22072;81,4557200214841;61,2946398926371;64,0953528009779;92,6695915147364;75,3222478001136;23,1038300571703;7,0586179128806
22073;59,201146359443;64,8154899079656;59,1451002627803;93,6419926115175;59,544520908801;26,4110820061578;10,2406679433348
22074;100,244226390538;87,3564976337996;88,2750283863684;149,99722268409;124,113499397478;80,8690434216407;14,1444820860845
22075;141,746461837116;86,0013949382982;155,064649910075;167,635025315469;123,890809957591;40,7419695074571;8,91968853399427
22076;237,117656529456;151,463864969446;235,919810058579;259,290533737131;293,091366718311;135,171581456404;15,9451865306729
22077;262,416421800676;171,301013703136;252,395848810055;240,934976444335;190,509542663299;77,1337759482756;6,30842063022379
22079;539,450825149901;328,641484646692;476,332607439528;444,885384641;315,416289081388;165,0467755827;28,2266334587906
22081;722,00108056709;543,381518615017;751,709940832294;881,505528983572;897,912685954435;383,256169473784;66,2330755738077
22082;137;128;146;198;207;88;3
22083;137,760560820885;78,2232796667575;112,063755414248;126,398296439813;137,250907316781;71,2472324155954;11,0559679259202
22084;520;366;492;476;438;190;51
22085;26,2483590636429;21,7746372791425;37,519387635229;70,9343416285137;87,2577083642829;40,2259496698044;4,03961635938453
22086;107,074656087211;93,5251808106908;100,685785376761;156,625887426182;143,416558683231;44,2906969692042;9,38123464672151
22087;111,369657106242;74,2834086988752;122,636793007638;142,061193361142;141,010141098048;58,565957060006;4,07284966804833
22088;44,8660754154445;23,2352100378803;59,3612616370506;47,7424080266342;47,453849392926;26,3114591877098;1,02973630235461
22090;222,273563219798;126,906302017418;199,153902119906;216,500382037337;238,713155252026;61,1126155498935;9,34007980362124
22091;110,444929610037;66,1917134214854;85,2550566695878;85,1309209101232;64,6175492778016;23,3325459819602;1,02728412900458
22092;47;35;30;54;71;30;2
22093;2889,31135652306;2385,274256236;2902,8353933186;3278,31646888573;3302,77683959866;1664,92790508221;265,557780355736
22094;234;126;208;298;482;215;19
22095;25;25;24;54;39;8;0
22096;72,9126368702083;66,9605492102447;81,8655024848184;80,5519359179673;109,006414644746;39,6265380519571;3,07642282005825
22097;170,350010598659;91,5834428528614;164,466328854474;142,639667603386;119,826027871544;34,9629787082968;2,17154351077891
22098;315,049820189136;248,493625717952;280,360994000267;318,188058399478;187,005447743375;71,786185414161;3,11586853563177
22099;258,566443364125;145,178525518909;226,060490115059;243,78770039369;131,75834346488;82,5718513347863;11,0766458085511
22101;225,999958387209;163,852623177416;219,060087108267;253,413683548257;199,190151773739;72,4506274390024;5,03286856611036
22103;186;124;171;242;181;62;8
22104;103,050291853767;97,6872510877245;93,135838885549;110,724221355465;96,4444378461866;34,8104088866437;4,14755008466456
22105;234,386464307588;173,748944509441;225,73694803412;247,948037671582;192,306047051449;72,7966040661475;2,07695435967222
22106;1332,08466232225;1184,76812031975;1387,95259249354;1531,80571725388;1648,23913688121;664,14255601923;75,0072147101375
22107;156,842372015006;125,449826949934;151,08606246118;263,756338527439;331,292086761803;180,472075166832;40,1012381178057
22108;23;9;31;14;34;9;2
