code_commune;nb_menages_fiscaux;nb_personnes;revenu_median_declare
27059;124;318;23320
27061;134;339;22900
27062;605;1565;24980
27063;88;253;21190
27064;281;710;20880
27065;2081;4460;20460
27066;118;289;20220
27067;583;1495;22990
27068;71;176;15290
27069;310;711;21570
27070;627;1675;21560
27071;96;227;22430
27072;296;758;25350
27073;450;1187;23930
27074;125;284;21720
27075;152;342;20360
27076;170;473;23130
27077;352;879;20790
27078;106;271;26020
27079;138;336;21380
27081;74;182;27750
27082;940;2101;20580
27083;95;246;24200
27085;582;1574;23410
27089;408;1054;25210
27090;1522;3810;24830
27091;288;729;25220
27094;53;124;21030
27095;250;687;22640
27096;148;321;22210
27097;270;629;24900
27098;NULL;NULL;NULL
27099;303;821;26480
27100;430;1202;23050
27101;183;505;23390
27102;432;1099;25360
27103;1697;3961;23100
27104;282;754;24780
27105;1750;4187;23380
27106;196;471;21030
27107;509;1259;21410
27108;567;1234;20350
27109;144;381;22500
27110;242;608;23610
27111;79;193;27370
27112;1893;3967;19210
27113;60;140;20680
27114;518;1255;24700
27115;145;346;22120
27116;1903;3851;18050
27117;486;1019;18240
27118;248;638;24490
27119;622;1573;24650
27120;159;412;22970
27123;180;416;24850
27124;105;230;26220
27125;271;616;22550
27126;420;1128;23310
27127;247;656;23870
27129;256;596;23360
27130;170;416;20040
27132;333;834;25290
27133;430;1082;28580
27134;80;213;21860
27135;174;468;23520
27136;106;265;28210
27137;101;209;22930
27138;161;357;19890
27139;76;157;20650
27140;169;385;26290
27141;NULL;NULL;NULL
27142;98;279;26210
27144;111;274;25440
27146;151;378;21570
27147;245;643;25920
27148;165;377;18540
27149;40;114;22120
27151;781;1746;20430
27152;241;597;23590
27153;131;327;21570
27154;227;575;22900
27155;NULL;NULL;NULL
27156;216;476;20810
27157;496;1296;21090
25430;NULL;NULL;NULL
25431;152;362;22820
25432;925;2134;28360
25433;NULL;NULL;NULL
25434;1946;4133;22620
25435;70;172;23920
25436;NULL;NULL;NULL
25437;137;354;22840
25438;389;930;24120
25439;110;250;20460
25440;162;406;23080
25441;NULL;NULL;NULL
25442;311;759;37050
25443;NULL;NULL;NULL
25444;54;141;25070
25445;52;121;25720
25446;84;200;24000
25447;125;326;25480
25448;572;1571;24160
25449;43;135;22510
25450;NULL;NULL;NULL
25451;69;179;37430
25452;186;470;27170
25453;649;1429;21730
25454;917;2169;27630
25455;87;196;23750
25456;94;275;25600
25457;43;108;19710
25458;80;194;27610
25459;122;332;29940
25460;100;240;22100
25461;131;295;20840
25462;8819;17788;24220
25463;1991;3858;21060
25464;52;149;30170
25465;79;194;22200
25466;326;834;24960
25467;832;2051;26430
25468;319;847;22940
25469;199;459;25490
25470;73;157;22180
25471;54;134;21710
25472;NULL;NULL;NULL
25473;293;695;23900
25474;38;101;20870
25475;505;1147;21360
25476;57;130;20280
25477;156;388;26030
25478;52;107;19010
25479;185;411;20540
25481;131;346;26130
25482;298;708;23910
25483;NULL;NULL;NULL
25485;85;202;25380
25486;159;424;32550
25487;NULL;NULL;NULL
25488;44;112;19860
25489;112;300;20820
25490;165;366;22690
25491;52;109;20490
25492;NULL;NULL;NULL
25493;381;940;26220
25494;301;762;35640
25495;971;2139;21800
25496;NULL;NULL;NULL
25497;265;628;25830
25498;NULL;NULL;NULL
25499;48;116;22030
25500;NULL;NULL;NULL
25501;NULL;NULL;NULL
25502;218;541;23460
25503;51;116;19340
25504;NULL;NULL;NULL
25505;451;914;20990
25506;NULL;NULL;NULL
25507;NULL;NULL;NULL
25508;465;1142;22690
25510;146;358;24740
25511;139;344;22510
25512;1066;2487;30430
25513;NULL;NULL;NULL
25514;138;335;35980
25515;178;459;29950
25516;47;116;19600
25517;105;265;27370
25518;56;158;21490
25519;442;885;21470
25520;74;182;20430
25521;68;162;26470
25522;65;189;30660
25523;300;686;26340
27278;750;1888;24120
27279;1295;2987;22060
27280;195;534;23940
27281;93;243;24920
27282;249;636;26320
27284;5232;11228;19110
27285;201;451;28520
27286;147;333;19610
27287;348;872;24370
27288;230;601;20680
27289;70;165;17990
27290;490;1176;23950
27291;53;120;20920
27294;392;994;21810
27295;199;463;21020
27298;123;311;25430
27299;1869;4116;20280
27300;225;507;21400
27301;526;1413;24120
27302;509;1276;22460
27304;68;152;22160
27306;1115;2973;24020
27307;194;517;23240
27309;199;505;26480
27310;165;386;21890
27311;335;800;20900
27312;120;289;25670
27313;218;587;24020
27315;118;293;23370
27316;514;1263;24860
27317;184;446;21450
27318;104;250;20690
27319;115;293;23070
27320;108;298;22230
27321;53;131;31990
27322;599;1424;25210
27323;120;261;18030
27324;237;580;22430
27325;67;190;19870
27326;130;354;24930
27327;92;222;23910
27329;298;808;24100
27330;64;132;21630
27331;180;464;23600
27332;326;758;25210
27333;259;662;21400
27334;50;104;23530
27335;443;1080;25400
27336;151;435;27080
27337;148;371;23050
27338;287;693;22560
27339;328;826;26410
27340;265;705;26250
27341;NULL;NULL;NULL
27342;87;211;21870
27343;515;1366;30910
27345;102;209;23950
27346;86;240;21530
27347;303;778;25690
27348;655;1658;25190
27349;322;839;22300
27350;380;963;23790
27351;580;1347;25470
26006;1010;2573;24110
26007;NULL;NULL;NULL
26008;579;1368;21630
26009;575;1303;20680
26010;1781;4049;21940
26011;1107;2476;20550
26012;NULL;NULL;NULL
26013;NULL;NULL;NULL
26014;241;634;22620
26015;NULL;NULL;NULL
26016;195;438;19400
26017;NULL;NULL;NULL
26018;NULL;NULL;NULL
26019;128;255;18920
26020;99;230;21550
26021;58;135;20750
26022;NULL;NULL;NULL
26023;430;1151;21550
26024;136;338;27040
26025;82;187;15720
26026;NULL;NULL;NULL
26027;62;139;15760
26028;96;236;23100
26030;NULL;NULL;NULL
26031;422;1001;21530
26032;186;454;26620
26033;353;832;22010
26034;222;579;22720
26035;214;491;19230
26036;50;102;12150
26037;1694;4106;24960
26038;517;1376;22880
26039;342;929;23260
26040;NULL;NULL;NULL
26041;599;1439;23550
26042;632;1471;24190
26043;62;122;23290
26045;743;1767;22330
26046;NULL;NULL;NULL
26047;NULL;NULL;NULL
26048;NULL;NULL;NULL
26049;512;1270;23730
26050;NULL;NULL;NULL
26051;NULL;NULL;NULL
26052;179;471;21560
26054;540;1331;22380
26055;61;128;13890
26056;306;611;18850
26057;4901;10212;19550
26058;8899;19192;20720
26059;103;201;21660
26060;74;142;16120
26061;265;657;23070
26062;NULL;NULL;NULL
26063;1062;2023;20200
26064;2917;6823;24100
26065;308;738;24550
26066;NULL;NULL;NULL
26067;NULL;NULL;NULL
26068;81;214;22700
26069;58;125;18010
26070;248;546;20800
26071;464;1108;24620
26072;488;1276;22230
26073;109;254;22700
26074;355;751;21340
26075;NULL;NULL;NULL
26076;NULL;NULL;NULL
26077;369;919;22940
26078;336;838;20840
26079;574;1546;23680
26080;NULL;NULL;NULL
26081;229;590;24180
26082;45;108;20320
26083;664;1534;18980
26084;1700;4351;22810
26085;1131;2732;20850
26086;365;624;20300
26087;520;1331;21870
26088;2573;6519;23280
26089;NULL;NULL;NULL
26090;NULL;NULL;NULL
26091;NULL;NULL;NULL
26092;277;737;21820
26093;216;497;26670
26094;370;903;20770
26095;429;982;19900
26096;824;2018;21380
26097;248;557;23130
26098;74;169;18510
26099;221;510;22920
26100;188;461;22110
26101;64;146;17590
26102;57;129;23200
26103;201;443;19070
26104;NULL;NULL;NULL
26105;NULL;NULL;NULL
26106;471;1182;20140
26107;225;544;20320
26108;4217;8540;18800
26110;250;690;25560
26111;NULL;NULL;NULL
26112;98;205;17520
26113;2404;4777;19390
26114;1621;3076;20010
26115;261;673;20970
26116;2399;5720;20220
26117;NULL;NULL;NULL
26118;631;1562;21750
26119;360;853;22140
26121;472;1148;24200
26122;89;182;18820
26123;NULL;NULL;NULL
26124;2138;5347;23260
26125;561;1438;23570
26126;NULL;NULL;NULL
26127;50;111;15010
26128;NULL;NULL;NULL
26129;400;1035;23430
26130;NULL;NULL;NULL
26131;85;155;22300
26133;83;198;18890
26134;NULL;NULL;NULL
26135;58;116;17180
26136;NULL;NULL;NULL
26137;83;174;18270
26138;488;1100;26300
26139;998;2449;27270
26140;282;752;24690
26141;95;196;17910
26142;52;100;10630
26143;416;933;18320
26144;877;2071;22700
26145;283;663;24300
26146;741;1494;23730
26147;NULL;NULL;NULL
26148;784;1781;21340
26149;404;968;23370
26150;NULL;NULL;NULL
26152;NULL;NULL;NULL
26153;NULL;NULL;NULL
26154;98;174;15240
26155;493;1259;20770
26156;421;1071;24160
26157;308;737;22500
26159;60;125;18150
26160;492;1208;19410
26161;NULL;NULL;NULL
26162;399;862;21140
26163;NULL;NULL;NULL
26164;NULL;NULL;NULL
26165;3872;9109;20950
26166;2669;6391;19860
26167;295;564;15630
26168;245;506;17880
26169;856;2247;23920
26170;1342;3314;26660
26171;95;181;22290
26172;283;708;19650
26173;347;898;23540
26174;420;1122;22180
26175;99;195;19680
26176;549;1269;24310
27353;181;490;26260
27354;181;438;23300
27355;1192;2598;20830
27358;233;564;26250
27359;78;164;18810
27360;119;314;22530
27361;145;379;22280
27363;80;227;25410
27364;81;194;23440
27365;832;1894;22440
27366;86;205;23880
27367;676;1531;19520
27368;130;346;22060
27369;NULL;NULL;NULL
27370;148;342;21420
27371;67;150;22610
27372;234;609;20940
27373;55;114;21190
27374;224;523;22330
27375;7746;16289;18210
27376;99;238;25380
27377;330;702;21170
27378;488;1087;22910
27379;174;432;20430
27380;90;241;20670
27381;64;172;19670
27382;123;314;25490
27383;150;365;21980
27384;217;527;24520
27385;642;1459;23210
27386;511;1223;19960
27388;200;467;21230
27389;171;450;22340
27390;424;1160;23030
27391;617;1606;24120
27392;61;146;21160
27393;181;473;22260
27394;165;421;26070
27395;NULL;NULL;NULL
27396;188;468;21240
27397;721;1794;23650
27398;658;1555;22840
27399;NULL;NULL;NULL
27400;152;329;28910
27401;74;181;29990
27403;92;230;27050
27404;NULL;NULL;NULL
27405;52;106;22940
27406;405;917;24540
27407;122;324;22550
27408;250;592;25360
27410;242;587;25300
27411;91;224;25590
27412;611;1576;25840
27413;349;762;19260
27414;366;776;17720
27415;160;353;20900
27417;249;659;21480
27418;48;118;18630
27419;301;831;23770
27420;61;153;20370
27421;259;693;23430
27422;387;882;25560
27423;307;776;24730
27424;132;318;21000
27425;980;2198;22070
27426;523;1293;25470
27427;185;423;21160
27428;2100;4059;20660
27429;57;149;26490
27430;137;382;19670
27431;251;508;16190
27432;227;583;21470
27433;63;160;17990
27434;NULL;NULL;NULL
27435;100;267;19640
27436;181;431;23840
27437;130;339;23490
27438;1039;2130;18000
27439;467;1200;25770
27440;272;668;26360
27441;NULL;NULL;NULL
27442;102;207;21160
27444;101;206;24090
27445;76;197;24030
27446;191;468;23950
27447;350;917;24540
27448;2293;4958;23000
27451;135;295;25980
27453;726;1758;20320
27454;190;471;22300
27455;59;159;21910
27456;335;782;25250
27457;270;668;21450
27458;995;2516;21110
27459;NULL;NULL;NULL
27460;79;202;23680
27462;62;137;22520
27463;288;748;22210
27464;367;980;24110
27465;172;414;25600
27466;130;344;20570
27467;5003;9535;17140
27468;267;557;18160
27469;1661;3859;22770
27470;527;1140;19970
27471;87;199;27610
27472;104;273;24010
27473;394;937;26730
27474;474;1130;25640
27475;74;161;21830
27476;168;401;22310
27477;294;687;25700
27478;391;981;24500
27480;241;627;20130
27481;156;400;24930
27482;59;158;23650
27483;156;402;21900
27485;385;813;17370
27486;251;644;22250
27487;259;647;22430
27488;87;215;25620
27489;210;540;24990
27490;100;257;19440
27492;128;312;20500
27493;1391;3353;21770
27495;105;240;23830
27496;228;543;23080
27497;405;1059;22390
27498;134;351;21690
27500;668;1620;21010
27501;96;282;28530
27502;1052;2025;18380
27504;448;1261;24580
27505;65;150;21530
27507;1658;3789;19640
27508;88;203;21480
27511;286;739;22820
27512;119;268;23910
27514;151;330;21230
27516;565;1287;23070
27517;779;2158;24780
27518;270;751;20370
27520;61;150;18940
27521;60;143;21340
27522;178;472;21000
27524;315;824;23820
27525;109;311;30880
24316;359;736;18420
24317;106;235;19380
24318;147;315;19400
24319;220;462;19810
24320;434;875;17640
24321;324;672;20900
24322;15540;26478;19440
24323;89;175;21400
24324;225;510;20910
24325;99;196;18900
24326;85;165;15410
24327;56;104;24040
24328;639;1144;18390
24329;619;1320;18500
24330;332;618;18130
24331;324;735;21550
24334;90;190;23710
24335;1101;2310;18710
24336;210;471;21120
24337;71;125;16290
24338;200;423;20130
24339;71;144;19440
24340;1832;4152;21300
24341;458;1002;20870
24345;218;491;22390
24346;196;386;18860
24347;61;120;18490
27643;493;1067;18520
27644;190;501;26730
27645;61;154;23740
27646;186;501;23250
27649;148;345;22490
27650;166;437;23980
27652;133;349;29120
27654;404;1090;25430
27655;298;716;22090
27656;522;1320;22210
27658;147;363;22410
27659;45;116;32350
27660;117;228;22880
27661;167;404;26620
27662;155;362;24580
27663;67;161;24240
27664;218;510;22480
27665;314;761;22920
27666;219;602;25400
27667;160;424;22990
27668;293;694;27260
27669;155;419;20550
27670;381;987;22230
27671;69;170;22970
27672;148;336;22180
27673;69;181;21130
27674;121;285;27730
27677;139;385;22470
27678;423;1062;25060
27679;3596;7228;18590
27680;90;189;18340
27681;10541;23992;19350
27682;257;646;23910
27683;95;210;23290
27684;325;779;25400
27685;300;639;20100
27686;NULL;NULL;NULL
27689;135;351;25710
27690;120;305;24430
27691;325;873;24120
27692;68;170;22650
27693;490;1317;25400
27694;127;311;28940
27695;102;245;25170
27696;353;870;26630
27697;121;318;32050
27698;240;560;23570
27699;49;124;24990
27700;245;709;23620
27701;4199;11472;13640
28001;910;2338;26280
28003;55;154;26450
28004;120;317;23360
28005;307;794;20980
28006;803;1927;25080
28007;1233;2640;23880
28008;74;184;24150
28009;NULL;NULL;NULL
28010;143;317;21220
28012;1692;3596;19920
28013;591;1511;24760
28014;251;631;21860
28015;2547;6325;22220
28016;61;121;20330
28018;701;1428;20470
28019;92;223;24050
28021;662;1667;22950
28022;467;1203;26470
28023;545;1375;27070
28024;707;1851;24890
28025;44;113;24950
28026;109;266;22930
28027;573;1108;19110
28028;102;258;21200
28029;130;326;18750
28030;115;268;23010
28031;189;383;19750
28032;126;333;23850
28033;340;793;20140
28034;334;893;25570
28035;382;995;25950
28036;341;871;28230
28037;143;339;22840
28038;48;106;22720
28039;665;1766;23840
28040;119;320;23330
28041;90;202;21370
28045;88;210;24620
28046;198;462;22820
28047;295;734;23180
28048;278;750;23000
28049;88;214;24300
28050;115;259;25460
28051;2148;4596;20760
28052;324;799;27470
28053;110;247;24190
28054;209;517;23690
28055;214;562;24070
28056;674;1766;30520
28057;229;548;21050
28058;139;350;25590
28059;714;1737;17370
28060;88;258;23510
28061;1643;3077;19540
28062;347;917;26510
28064;819;2104;25320
28065;52;117;22100
28067;NULL;NULL;NULL
28068;169;441;24070
28070;1407;3653;26260
28071;269;636;19260
28072;172;406;23170
28073;125;331;25250
28074;100;264;26130
28075;459;1043;22300
28076;75;205;27770
28077;69;165;19950
28078;80;168;18210
28079;142;291;19280
28080;116;258;19710
27158;294;768;24920
27161;447;1101;24400
27162;103;259;21740
27163;67;169;24820
27164;308;789;24280
27165;2189;4630;18310
27167;250;643;22280
27168;73;178;26840
27169;390;983;21360
27170;556;1110;18330
27171;153;399;23580
27173;44;116;24640
27174;573;1370;22820
27176;74;182;19480
27177;221;532;22790
27179;292;772;22220
27180;854;2189;22730
27181;223;572;24180
27182;70;167;22850
27183;916;2279;22770
27184;52;118;27320
27185;201;580;22700
27187;119;338;24530
27188;580;1427;25280
27189;173;427;25510
27190;101;202;30520
27191;1022;2529;24650
27192;259;621;24690
27193;524;1340;22550
27194;89;239;22910
27196;536;1242;25460
27198;2319;5437;21340
27199;239;563;23930
27200;57;156;26240
27201;91;249;24700
27202;197;480;23240
27203;188;485;26340
27204;116;279;23170
27205;173;432;20060
27206;172;425;22220
27207;250;578;21810
27208;59;123;23290
27209;231;587;21840
27210;171;467;21040
27212;44;117;24180
27213;2350;5998;24250
27214;306;718;20220
27215;154;425;23360
27216;193;508;26350
27217;202;518;21290
27218;613;1471;20700
27219;224;554;21860
27220;153;358;20680
27222;83;198;20310
27224;190;443;24750
27226;1539;3458;20550
27227;258;661;20050
27228;115;308;21690
27229;21519;45708;16240
27230;1590;3605;21430
27231;168;396;25060
27232;118;340;21720
27233;310;753;22740
27234;130;289;23070
27235;59;144;22300
27237;69;175;19490
27238;403;1102;24970
27239;192;417;23940
27240;109;206;19800
27241;70;180;24470
27242;448;1041;20400
27243;303;740;23790
27245;128;287;22560
27246;872;1793;18470
27247;131;326;23480
27248;79;185;21910
27249;405;1099;26120
27251;237;555;20710
27252;146;338;20890
27254;340;855;26900
27256;221;622;23650
27258;202;516;22760
27259;NULL;NULL;NULL
27260;237;650;21280
27261;177;417;24150
27263;504;1248;23580
27266;124;303;22170
27267;157;356;22310
27269;89;199;20750
27271;119;321;22650
27273;138;367;24340
27275;3084;6745;17320
27276;122;292;23880
27277;272;758;24150
28294;210;506;24510
28296;125;272;20750
28298;1219;2811;25700
28299;64;157;26160
28300;64;167;23540
28301;159;421;27950
28302;424;1023;21690
28303;NULL;NULL;NULL
28304;171;436;22820
28305;132;295;23060
28306;78;194;22910
28308;94;265;23310
28309;446;1119;24920
28310;110;242;20590
28312;51;115;23850
28313;74;194;23770
28314;72;146;22760
28315;NULL;NULL;NULL
28316;66;134;21780
28317;214;551;23900
28319;169;420;24640
28321;344;829;27450
28322;186;470;20860
28323;106;251;23760
28324;356;911;24210
28325;433;1144;24990
28326;150;361;21400
28327;77;178;18520
28329;66;130;24820
28330;556;1333;21400
28331;429;956;21440
28332;379;1088;25430
28333;53;141;21080
28334;994;2212;22720
28335;368;829;21650
28336;46;101;23070
28337;1162;2764;24880
28339;150;402;25180
28341;87;229;25180
28342;111;268;23020
28343;185;448;29550
28344;108;267;24640
28346;NULL;NULL;NULL
28347;377;980;27940
28348;1651;3931;20250
28349;108;257;32270
28350;392;982;24630
28351;173;422;23730
28352;620;1655;29540
28353;170;398;23910
28354;151;380;21960
28355;127;309;28980
28357;490;1112;26370
26177;288;735;24240
26178;243;534;19110
26179;993;2669;25300
26180;99;203;18780
26181;105;210;17320
26182;709;1501;20470
26183;489;1147;22320
26185;250;551;25480
26186;NULL;NULL;NULL
26188;499;983;18570
26189;54;105;16080
26190;NULL;NULL;NULL
26191;1085;2600;23830
26192;128;265;20920
26193;236;445;17490
26194;244;617;20200
26195;88;186;21160
26196;565;1318;26860
26197;1686;4177;26510
26198;18209;38151;19640
26199;NULL;NULL;NULL
26200;NULL;NULL;NULL
26201;NULL;NULL;NULL
26202;147;314;20770
26203;113;254;22130
26204;57;137;16300
26205;NULL;NULL;NULL
26206;1217;2965;25160
26207;254;661;19960
26208;764;1986;24950
26209;NULL;NULL;NULL
26210;419;1007;19920
26211;582;1309;23110
26212;453;1191;24250
26213;280;632;20870
26214;NULL;NULL;NULL
26215;203;366;17160
26216;316;747;19030
26217;77;192;20750
26218;1367;3310;24290
26219;168;462;20750
26220;3486;6223;19400
26221;NULL;NULL;NULL
26222;NULL;NULL;NULL
26223;223;524;23220
26224;105;246;21230
26225;246;640;22890
26226;167;326;20320
26227;NULL;NULL;NULL
26228;NULL;NULL;NULL
26229;NULL;NULL;NULL
26231;1108;2663;23830
26232;243;561;25650
26233;111;259;20710
26234;385;868;20650
26235;5835;13517;18570
26236;109;215;18340
26238;114;223;15870
26239;91;184;18610
26240;75;152;17990
26241;55;121;18060
26242;NULL;NULL;NULL
26243;401;887;20790
26244;42;101;15340
26245;NULL;NULL;NULL
26246;54;112;17210
26247;219;503;22270
26248;83;162;19990
26249;281;586;18960
26250;1433;3611;21620
26251;194;407;22620
26252;4464;10104;19930
26253;NULL;NULL;NULL
26254;NULL;NULL;NULL
26255;NULL;NULL;NULL
26256;55;135;14920
26257;174;425;23540
26258;417;913;22930
26259;119;257;20750
26261;182;398;24320
26262;130;259;17930
26263;63;101;17730
26264;144;288;20450
26266;NULL;NULL;NULL
26267;NULL;NULL;NULL
26268;52;104;18430
26269;NULL;NULL;NULL
26270;64;131;20410
26271;1415;3436;24090
26272;138;350;25010
26273;417;1038;24510
26274;NULL;NULL;NULL
26275;692;1630;24370
26276;195;444;22090
26277;76;174;20040
26278;134;253;18470
26279;NULL;NULL;NULL
26281;15722;32457;18610
26282;103;227;18720
26283;NULL;NULL;NULL
26284;161;374;25810
26285;123;250;23350
26286;NULL;NULL;NULL
26287;193;458;23090
26288;136;280;18540
26289;651;1394;19540
26290;182;347;17320
26291;NULL;NULL;NULL
26292;78;167;18220
26293;115;308;20750
29216;1807;4205;22420
29217;1501;2872;21230
29218;761;1491;19690
29220;4329;8156;21490
29221;870;1783;25000
29222;215;396;21130
29224;546;1224;21120
29225;995;2093;20440
29226;688;1545;21380
29227;765;1493;19680
29228;349;632;22180
29229;504;1167;19730
29230;773;1678;19680
29232;30732;59259;21430
29233;5642;11672;21110
29234;1137;2828;23470
29235;5164;11611;26180
29236;2122;4468;23040
29237;722;1725;23550
29238;428;825;23580
29239;1792;3287;23990
29240;433;1009;22490
29241;3463;7370;20140
29243;196;448;21560
29244;318;817;20130
29245;629;1601;24390
29246;101;235;18980
29247;1529;3690;23780
29248;327;774;21460
29249;374;743;17570
29250;354;704;19680
29251;317;689;21620
29252;445;1015;21110
29254;2346;4522;20410
29255;332;929;20450
29256;392;784;21630
29257;942;2138;23140
29259;3387;6774;20620
29260;3505;8307;23710
29261;87;186;15900
29262;327;772;18720
29263;466;1123;21650
29264;292;763;20190
29265;423;1068;23540
29266;1271;3024;20430
29267;323;679;18760
29268;679;1954;23910
27527;96;218;23550
27528;1563;3528;25410
27529;164;400;27730
27530;NULL;NULL;NULL
27531;85;224;24120
27533;193;482;24750
27534;346;861;24850
27535;186;425;24160
27536;197;504;23840
27537;336;832;25560
27538;199;536;20020
27539;156;397;25930
27540;265;655;23040
27541;71;169;21570
27542;387;925;19210
27543;338;810;24750
27544;75;197;25250
27545;51;123;30710
27546;75;176;27620
27547;365;859;19130
27548;476;1241;23720
27550;137;326;20780
27552;85;206;22480
27553;176;430;24480
27554;1330;3492;24820
27555;89;243;23550
27556;NULL;NULL;NULL
27557;185;418;23850
27558;64;190;22510
27560;104;252;24890
27561;270;665;22510
27562;1927;4355;23670
27563;358;855;23140
27564;138;312;21310
27565;232;626;18760
27567;100;270;23420
27568;200;498;21840
27569;91;233;24030
27570;NULL;NULL;NULL
27571;123;330;21830
27572;93;278;23330
27576;222;620;24300
27577;185;439;24220
27578;219;541;20640
27579;NULL;NULL;NULL
27580;937;2428;24630
27582;693;1735;25560
27584;100;280;22930
27586;70;181;23750
27587;342;801;20320
27589;390;986;27670
27590;101;220;22790
27591;265;616;21740
27592;97;247;21710
27593;629;1616;25070
27594;108;255;21750
27595;335;871;25870
27597;240;599;24180
27598;543;1203;23850
27599;369;926;24970
27601;183;459;23560
27602;2176;5318;22090
27603;125;328;21260
27604;73;191;23100
27605;91;209;21990
27606;186;457;22780
27608;189;462;21310
27609;142;311;22120
27610;NULL;NULL;NULL
27611;127;328;25340
27612;125;337;24850
27613;134;346;20350
27614;62;168;22250
27615;77;201;28080
27616;779;1896;26380
27617;184;506;20150
27618;187;472;19950
27620;194;456;21370
27621;64;160;27430
27622;899;1877;19240
27623;181;472;27240
27624;336;869;26330
27625;117;346;20220
27627;106;259;20930
27629;826;1652;18550
27630;130;324;20130
27631;132;365;20680
27632;185;556;18840
27633;187;452;21760
27635;57;134;21760
27638;1417;3777;24300
27640;82;198;20690
27641;89;254;23950
30002;319;767;20660
30003;4079;8956;21950
30004;1390;3335;24610
30005;102;207;22210
30006;2274;5588;20800
30007;19872;38353;15880
30008;436;952;18210
30009;100;174;16140
30010;1608;3019;17960
30011;4337;8614;25170
30012;1827;4100;21680
30013;173;454;23510
30014;449;1009;21050
30015;82;147;17750
30016;138;257;16220
30017;102;191;19670
30018;228;574;22620
30019;1179;2890;25800
30020;914;2319;23430
30021;143;309;24340
30022;82;158;15120
30023;390;899;22380
30024;230;474;18130
30025;118;211;16450
30026;519;1041;18390
30027;1068;2521;21210
30028;8176;17325;17120
30029;782;1524;17850
30030;147;323;21710
30031;88;183;21350
30032;6753;15945;16230
30033;2237;5670;21060
30034;2948;7327;20570
30035;111;228;19680
30036;1388;3289;22130
30037;1367;2520;14600
30038;177;338;18580
30039;996;2348;20650
30040;66;137;18740
30041;489;1147;23340
30042;1090;2645;19910
30043;235;596;26230
30044;NULL;NULL;NULL
30045;186;382;17200
30046;397;974;19520
30047;2670;6478;23220
30048;97;189;20590
30049;157;373;20600
30050;66;155;20790
30051;583;1231;18150
30052;302;659;18410
30053;328;739;17550
30054;141;308;22140
30055;293;667;22620
30056;137;313;18580
28081;114;292;21330
28082;245;648;27130
28084;277;696;26890
28085;18311;36277;21810
28086;149;313;20240
28087;102;236;26160
28088;5412;11278;17410
28089;1165;2613;19610
28090;51;110;24080
28091;60;153;22430
28092;95;234;24330
28094;692;1736;24300
28095;112;290;23820
28096;493;1230;25380
28098;767;1839;24850
28099;442;1128;23260
28100;187;502;25330
28102;280;765;24930
28103;2591;5443;21900
28104;359;943;25290
28105;197;481;20540
28106;174;394;22270
28107;168;391;26930
28108;106;244;21820
28109;138;332;22230
28110;1815;4216;25940
28111;130;310;21800
28113;579;1408;26060
28114;60;127;20940
28116;1239;2729;21010
28117;110;273;23430
28118;169;415;29210
28119;73;158;20060
28120;192;468;22720
28121;NULL;NULL;NULL
28122;604;1490;25060
28123;207;433;20750
28124;295;754;23550
28126;82;195;23370
28127;544;1282;21480
28128;167;449;25160
28129;302;815;24280
28130;395;991;21870
28132;267;648;21270
28134;12100;30189;15470
28135;488;1280;30640
28136;69;170;27620
28137;335;849;27170
28139;62;178;25460
28140;2681;5492;22300
28141;130;337;26590
28142;74;194;23680
28143;94;241;24790
28144;95;215;21560
28146;366;898;28570
28147;219;616;23000
28148;146;357;25090
28149;328;592;18360
28151;60;175;18200
28153;91;212;23730
28154;604;1644;25140
28155;81;188;23830
28156;394;897;21500
28157;62;143;21360
28158;444;1205;27450
28159;150;345;20640
28160;355;909;24780
28161;206;440;21000
28162;131;309;23630
28163;82;208;26030
28164;275;737;20490
28166;100;244;21730
28167;151;384;24090
28168;1415;3427;23530
28169;92;223;25130
28170;107;273;26600
28171;395;986;24570
28172;305;770;27650
28173;545;1423;25860
28175;71;170;24140
28176;262;661;22230
28177;271;758;23860
28178;120;321;27180
28180;177;481;26390
28182;134;332;23610
28183;253;663;23030
28184;129;341;22650
28185;480;1295;27080
28187;251;624;27320
28188;332;922;26230
28189;64;164;21760
28190;195;467;22360
28191;1039;2657;27230
28192;134;313;20290
28193;54;127;31050
28194;176;440;26370
28195;293;773;27190
28196;1465;3111;20230
28197;56;123;25550
28198;352;802;22000
28199;1063;2502;21790
28200;157;396;22170
28201;835;2028;25610
28202;133;271;21520
28203;258;658;23240
28206;280;664;20300
28207;84;222;23600
28208;154;392;28450
28209;2180;5313;24590
28210;87;218;20010
28211;235;571;21040
28212;88;212;23370
28213;308;708;24440
28214;1572;3051;17220
28215;116;258;24290
28216;92;244;24370
28217;71;187;20820
28218;7720;15934;17800
28219;187;412;20190
28220;2978;6846;25040
28221;72;150;25670
28222;157;417;23620
28223;578;1596;22470
28225;247;638;22710
28226;394;914;23380
28227;2024;4508;24300
28229;4753;10439;19020
28230;150;425;24000
28231;70;168;22860
28232;237;558;21030
28233;487;1063;21520
28234;202;513;22550
28235;148;417;29060
28236;963;2137;22230
28237;93;210;21320
28239;378;991;25160
28240;231;514;20650
28242;37;105;21200
28243;90;211;25390
28245;149;386;26500
28246;185;499;25140
28247;205;558;25800
28248;139;323;20790
28249;262;656;26400
28251;433;1025;24980
28252;87;187;20770
28358;877;2218;28900
