code_commune;nb_menages_fiscaux;nb_personnes;revenu_median_declare
52082;71;156;20810
52083;375;742;20120
52084;NULL;NULL;NULL
52085;NULL;NULL;NULL
52087;80;196;25190
52088;290;663;20590
52089;NULL;NULL;NULL
52090;NULL;NULL;NULL
52091;39;106;21340
52092;55;131;19080
52093;1172;2319;19830
52094;79;178;18350
52095;97;182;20300
52097;NULL;NULL;NULL
52099;331;716;19520
52101;NULL;NULL;NULL
52102;189;437;23190
52103;53;128;18430
52104;469;1044;24530
52105;136;292;22550
52106;56;130;23830
52107;85;195;20930
52108;69;171;21370
52109;NULL;NULL;NULL
52110;72;157;19390
52113;113;259;18180
52114;662;1392;18770
52115;46;105;21860
52116;NULL;NULL;NULL
52118;128;283;21320
52119;152;349;21450
52120;84;187;21200
52121;10549;19852;20300
52122;47;107;16180
52123;575;1278;18800
52124;NULL;NULL;NULL
52125;446;1045;25880
52126;77;167;22260
52127;NULL;NULL;NULL
52128;54;141;21120
52129;46;100;17260
52130;79;192;19270
52131;NULL;NULL;NULL
52132;88;177;18560
52133;NULL;NULL;NULL
52134;102;217;22120
52135;NULL;NULL;NULL
52136;51;98;19080
52137;NULL;NULL;NULL
52138;NULL;NULL;NULL
52140;308;708;21580
52141;136;299;24780
52142;NULL;NULL;NULL
52145;51;119;20430
52146;68;175;17090
52147;NULL;NULL;NULL
52149;NULL;NULL;NULL
52151;70;156;19080
52155;248;532;20680
52156;177;411;19950
52157;NULL;NULL;NULL
52158;122;281;22170
52159;NULL;NULL;NULL
52160;NULL;NULL;NULL
52161;NULL;NULL;NULL
52162;80;198;17950
52163;165;378;20800
52164;90;204;19690
52165;102;203;23490
52167;96;247;23580
52168;NULL;NULL;NULL
52169;NULL;NULL;NULL
52170;73;178;20850
52171;102;238;18340
52172;118;245;19080
52173;NULL;NULL;NULL
52174;NULL;NULL;NULL
52175;147;357;18310
52177;344;698;18340
52178;150;349;18850
52179;NULL;NULL;NULL
52181;NULL;NULL;NULL
52182;881;2040;20510
52183;NULL;NULL;NULL
52184;NULL;NULL;NULL
52185;NULL;NULL;NULL
52187;71;149;18030
52189;161;364;20580
52190;141;329;18850
52193;126;311;25560
52194;859;1922;19760
52195;NULL;NULL;NULL
52196;53;109;23860
52197;562;1152;19220
52198;NULL;NULL;NULL
52199;NULL;NULL;NULL
52200;NULL;NULL;NULL
52201;NULL;NULL;NULL
52203;62;139;21120
52204;NULL;NULL;NULL
52205;296;664;23910
52206;75;161;24640
52207;NULL;NULL;NULL
52208;83;156;17810
52211;707;1395;18540
52212;125;269;19720
52213;65;132;19200
52214;NULL;NULL;NULL
52216;NULL;NULL;NULL
52217;NULL;NULL;NULL
52218;NULL;NULL;NULL
52219;NULL;NULL;NULL
52220;65;126;20510
52221;53;126;23220
52222;NULL;NULL;NULL
52223;NULL;NULL;NULL
52227;98;196;20980
52228;NULL;NULL;NULL
52229;75;155;16490
52230;131;293;19640
52231;40;103;20580
52232;NULL;NULL;NULL
52233;NULL;NULL;NULL
52234;NULL;NULL;NULL
52235;111;258;18970
52237;117;262;20100
52240;86;199;19370
52242;424;937;20470
52243;56;108;21310
52244;294;769;22150
52245;NULL;NULL;NULL
52246;256;600;22650
52247;95;202;22450
52248;250;571;21380
52249;64;145;23060
52250;1417;2790;16130
52251;399;995;24400
52253;87;213;19820
52254;NULL;NULL;NULL
52256;NULL;NULL;NULL
52257;53;112;16290
52258;151;316;20160
52260;50;128;20870
52264;NULL;NULL;NULL
52265;571;1267;20270
52266;NULL;NULL;NULL
52267;91;223;22610
52269;3828;7263;19250
52271;87;207;20170
52272;51;119;22700
52273;54;119;21010
52274;131;278;23490
52275;NULL;NULL;NULL
52276;100;246;25030
52277;NULL;NULL;NULL
52278;NULL;NULL;NULL
52280;98;206;24480
52282;136;333;21230
52284;NULL;NULL;NULL
52285;NULL;NULL;NULL
52286;NULL;NULL;NULL
52287;NULL;NULL;NULL
52288;45;108;19170
52289;138;285;19050
52290;55;116;18650
52291;NULL;NULL;NULL
53137;1037;2734;21760
53139;168;401;19410
53140;1796;4441;23190
53141;419;1205;21890
53142;154;297;20920
53143;188;520;22580
53144;318;802;20430
53145;210;523;19810
53146;722;1822;22450
53147;6087;12150;21230
53148;84;225;18810
53150;388;965;22170
53151;381;990;18880
53152;1282;2714;19280
53153;260;654;20860
53154;371;866;19140
53155;552;1327;21590
53156;97;253;24120
53157;516;1393;23260
53158;406;1021;20110
53160;159;368;18380
53161;1394;3215;19850
53162;460;984;23260
53163;291;723;19700
53164;176;361;19520
53165;134;337;21740
53168;503;1247;21180
53169;162;410;21420
53170;490;1140;20650
53172;150;389;22760
53173;73;184;15650
53174;328;890;22610
53175;533;1436;23090
53176;203;495;19370
53177;124;283;21450
53178;83;237;21180
53179;138;368;19420
53180;255;676;20220
53181;313;641;18820
53182;805;1683;20170
53184;55;162;22760
53185;1067;2254;18800
53186;838;2083;20240
53187;104;244;20450
53188;1156;2400;18400
53189;54;115;19240
53190;197;466;19160
53191;109;260;17570
53192;124;319;18140
53193;227;570;19720
53195;167;472;22320
53196;165;357;19020
53197;363;819;18430
53198;103;231;17970
53199;92;212;17730
53200;457;1207;23040
53201;3313;7513;22980
53202;150;320;17840
53203;217;525;19720
53204;169;393;19380
53206;85;215;20990
53208;187;446;19940
53209;214;553;19890
53210;605;1393;20090
53211;639;1426;19080
53212;172;458;21740
53213;211;495;18140
53214;69;172;21470
53216;379;894;21660
53218;335;808;20190
53219;626;1417;22000
53220;131;376;20330
53221;160;376;18720
53222;134;363;20570
53223;163;344;19150
53224;414;1192;22200
53225;184;491;19130
53226;308;814;19420
53228;245;572;18490
53229;612;1670;23390
53230;115;264;19380
53232;120;309;20870
53233;139;331;19770
53234;133;324;21390
53235;97;214;17720
53236;78;157;18660
53237;188;441;19180
53238;244;527;20200
53240;200;446;20230
53242;99;253;20040
53243;684;1795;21730
53245;389;935;18830
53246;844;1785;20700
53247;942;2326;20840
53248;60;123;19890
53249;525;1120;18530
53250;165;397;17930
53251;173;483;20160
53253;175;435;18680
53255;556;1194;20410
53256;89;169;18960
53257;117;277;20800
53258;356;819;19360
53259;141;336;18500
53260;144;402;20150
53261;69;146;18730
53262;410;1056;21170
53263;126;273;19870
53264;84;203;17970
53265;315;730;19030
53266;100;228;19460
53267;475;1103;19620
53269;238;594;19630
53270;53;129;18130
53271;1314;2605;19770
53272;79;163;18720
53273;420;1051;22200
53276;368;858;18320
54001;139;333;23490
54002;108;252;21350
54003;48;105;16970
54004;69;167;22870
54005;NULL;NULL;NULL
54006;171;439;28220
54007;221;553;23390
54008;176;454;22880
54009;61;159;23740
54010;220;516;21760
54011;217;550;24010
54012;142;344;23940
54013;NULL;NULL;NULL
54014;101;246;20210
54015;92;235;19140
54016;111;279;23710
54017;NULL;NULL;NULL
54018;115;269;23760
54019;NULL;NULL;NULL
54020;191;459;23960
54021;90;227;23400
54022;237;533;24420
54023;113;239;21410
54024;121;299;22230
54025;636;1614;25530
54026;69;163;21410
54027;337;874;24640
54028;1189;2513;18080
54029;1025;2409;24970
52292;311;648;21270
52294;285;664;20000
52295;NULL;NULL;NULL
52297;123;306;25960
52298;NULL;NULL;NULL
52300;72;164;20530
52301;NULL;NULL;NULL
52302;69;162;17520
52303;NULL;NULL;NULL
52304;NULL;NULL;NULL
52305;224;548;20460
52306;194;415;18910
52307;87;213;22530
52308;175;394;19360
52310;NULL;NULL;NULL
52311;107;226;19500
52312;NULL;NULL;NULL
52313;68;145;23740
52315;136;331;27500
52316;NULL;NULL;NULL
52318;123;239;16700
52319;NULL;NULL;NULL
52320;NULL;NULL;NULL
52321;84;185;17830
52322;59;134;19370
52325;53;121;22190
52326;NULL;NULL;NULL
52327;198;455;22070
52328;NULL;NULL;NULL
52330;NULL;NULL;NULL
52331;979;2011;19540
52332;850;1748;20910
52335;51;118;18750
52336;57;131;18390
52337;NULL;NULL;NULL
52341;52;115;18680
52342;NULL;NULL;NULL
52344;NULL;NULL;NULL
52346;137;347;19130
52347;102;216;20830
52348;285;607;20500
52349;137;310;27610
52350;NULL;NULL;NULL
52352;NULL;NULL;NULL
52353;1699;3503;19460
52354;NULL;NULL;NULL
52355;89;181;23450
52356;NULL;NULL;NULL
52357;77;172;17610
52358;NULL;NULL;NULL
52359;64;148;14860
52360;68;178;23810
52362;68;152;20550
52363;44;105;23500
52364;51;116;27790
52365;160;383;20440
52366;NULL;NULL;NULL
52367;NULL;NULL;NULL
52369;NULL;NULL;NULL
52370;129;251;17190
52371;60;142;21100
52372;NULL;NULL;NULL
52373;NULL;NULL;NULL
52374;126;281;21780
52375;NULL;NULL;NULL
52376;NULL;NULL;NULL
52377;116;276;19180
52378;NULL;NULL;NULL
52380;160;381;23880
52383;147;308;24870
52384;51;103;22010
52385;NULL;NULL;NULL
52386;196;477;18350
52388;76;160;19690
52390;NULL;NULL;NULL
52391;127;312;21120
52392;45;115;18610
52393;NULL;NULL;NULL
52394;77;198;18500
52395;NULL;NULL;NULL
52396;66;155;19550
52397;NULL;NULL;NULL
52398;264;584;20220
52399;58;127;20370
52400;73;161;17910
52401;163;356;20730
52403;NULL;NULL;NULL
52405;544;1145;20550
52406;93;191;20340
52407;128;299;19080
52411;586;1364;20520
52413;40;102;17290
52414;335;767;18150
52415;56;120;20380
52416;NULL;NULL;NULL
52419;59;131;17900
52420;66;132;16480
52421;143;312;23370
52422;119;265;22400
52423;266;605;18620
52424;NULL;NULL;NULL
52425;88;183;21510
52426;50;115;24160
52428;NULL;NULL;NULL
52429;258;582;21650
52431;68;154;18640
52432;672;1450;20560
52433;NULL;NULL;NULL
52436;NULL;NULL;NULL
52437;NULL;NULL;NULL
52438;50;121;18090
52439;NULL;NULL;NULL
52440;159;350;19670
52442;161;365;20400
52443;NULL;NULL;NULL
52444;141;304;18920
52445;NULL;NULL;NULL
52446;97;232;21440
52447;84;193;24160
52448;10746;21499;16590
52449;506;1155;23340
52450;55;127;19880
52452;46;113;23390
52453;60;128;28870
52455;125;264;21350
52456;276;632;18990
52457;73;187;22620
52459;NULL;NULL;NULL
52461;152;367;20120
52463;NULL;NULL;NULL
52464;NULL;NULL;NULL
52465;58;141;18690
52467;NULL;NULL;NULL
52468;50;105;20090
52469;197;475;24150
52470;196;398;20730
52472;55;141;20750
52473;NULL;NULL;NULL
52474;NULL;NULL;NULL
52475;NULL;NULL;NULL
52476;NULL;NULL;NULL
52479;271;596;20130
52480;151;338;21650
52482;48;101;16400
52483;NULL;NULL;NULL
52484;146;364;19700
52486;NULL;NULL;NULL
52487;NULL;NULL;NULL
52488;117;258;22130
52489;NULL;NULL;NULL
52490;338;764;18190
52491;NULL;NULL;NULL
52492;256;555;21800
52493;NULL;NULL;NULL
52494;97;229;27520
52495;NULL;NULL;NULL
52497;184;440;20500
52499;NULL;NULL;NULL
52500;277;623;22010
52502;NULL;NULL;NULL
52503;NULL;NULL;NULL
52504;140;267;20520
52505;NULL;NULL;NULL
52506;NULL;NULL;NULL
52507;NULL;NULL;NULL
52510;159;348;19500
52511;NULL;NULL;NULL
52512;226;517;15870
52513;NULL;NULL;NULL
52514;131;328;25570
52515;46;111;26520
52516;NULL;NULL;NULL
52517;50;120;22350
52518;59;117;20230
52519;NULL;NULL;NULL
51087;80;201;26470
51088;180;447;27420
51089;NULL;NULL;NULL
51090;127;318;21030
51091;63;134;21560
51092;156;356;22340
51093;184;440;30170
51094;75;184;20980
51095;NULL;NULL;NULL
51097;76;174;25420
51098;51;140;20100
51099;120;318;20960
51100;NULL;NULL;NULL
51101;267;711;29670
51102;182;487;27600
51103;62;139;27230
51104;52;119;19350
51105;575;1451;34050
51106;50;126;23910
51107;130;334;24300
51108;19719;38945;18820
51109;72;192;31370
51110;NULL;NULL;NULL
51111;55;138;25310
51112;190;459;33040
51113;48;116;22620
51115;250;593;29720
51116;113;283;21560
51117;132;333;25290
51118;558;1609;28850
51119;219;517;30940
51120;56;141;24350
51121;109;269;21730
51122;50;115;23620
51124;NULL;NULL;NULL
51125;NULL;NULL;NULL
51126;NULL;NULL;NULL
51127;NULL;NULL;NULL
51128;NULL;NULL;NULL
51129;105;261;25490
51130;97;232;19420
51132;58;117;21290
51133;NULL;NULL;NULL
51134;101;236;22340
51135;NULL;NULL;NULL
51136;293;648;23780
51137;91;222;20110
51138;NULL;NULL;NULL
51139;132;305;22900
51140;142;364;23730
51141;317;807;21920
51142;150;364;27750
51143;NULL;NULL;NULL
51144;264;581;19230
51145;102;226;40480
51146;40;120;25000
51147;122;326;22590
51148;74;163;23920
51149;187;475;24990
51150;NULL;NULL;NULL
51151;72;180;23630
51152;228;527;29290
51153;482;1106;27100
51154;83;217;25230
51155;259;603;21430
51156;60;133;22020
51157;NULL;NULL;NULL
51158;222;577;22980
51160;538;1365;24200
51161;310;769;23850
51162;308;647;19680
51163;114;244;26410
51164;58;136;17920
51165;469;1057;21270
51166;NULL;NULL;NULL
51167;65;143;23460
51168;101;240;25460
51169;NULL;NULL;NULL
51170;45;112;18920
51171;587;1494;25530
51172;2828;6281;26070
51173;53;128;32460
51174;NULL;NULL;NULL
51175;85;221;21280
51176;62;146;21660
51177;81;195;33730
51178;NULL;NULL;NULL
51179;70;169;21240
51181;150;400;28890
51182;NULL;NULL;NULL
51183;467;1237;25670
51184;179;396;22730
51185;126;288;21050
51186;NULL;NULL;NULL
51187;109;310;23760
51188;86;221;27130
51190;NULL;NULL;NULL
51191;NULL;NULL;NULL
51192;150;343;24770
51193;1006;2471;25360
51194;168;445;23670
51195;357;842;23460
51196;396;874;26610
51197;NULL;NULL;NULL
51198;257;677;23410
51199;189;419;25780
51200;176;391;28630
51201;58;132;31710
51202;342;726;25850
51203;79;216;25900
51204;615;1349;24970
51205;108;274;25880
51206;43;106;19440
51208;44;108;27470
51210;738;1540;26280
51211;NULL;NULL;NULL
51212;63;151;23330
51213;NULL;NULL;NULL
51214;56;128;19760
51215;48;121;22290
51216;103;282;21260
51217;1343;2737;21110
51218;59;128;20280
51219;81;190;19620
51220;63;151;24110
51222;NULL;NULL;NULL
51223;NULL;NULL;NULL
51224;76;168;23100
51225;136;343;36160
51226;NULL;NULL;NULL
51227;188;503;25520
51228;NULL;NULL;NULL
51229;50;109;21120
51230;10816;21359;19240
51231;275;670;26080
51232;164;416;25400
51233;NULL;NULL;NULL
51234;280;636;22660
51235;117;279;24010
51236;60;142;20990
51237;819;1760;20680
51238;178;439;22580
51239;NULL;NULL;NULL
51240;56;116;21520
51241;NULL;NULL;NULL
51242;1947;4934;21220
51243;146;334;21230
51244;93;237;26080
51245;238;597;26050
51246;93;223;24300
51247;64;146;25520
54054;639;1427;22630
54055;134;322;23800
54056;64;133;24740
54057;NULL;NULL;NULL
54058;NULL;NULL;NULL
54059;305;774;24260
54060;617;1439;23600
54061;227;603;21360
54062;270;652;24490
54030;NULL;NULL;NULL
54031;111;265;23320
54032;83;208;28400
54033;46;132;19440
54034;92;211;26940
54035;180;391;17570
54036;408;1155;27870
54037;166;416;28580
54038;348;761;21310
54039;1934;3838;19510
54040;673;1432;17850
54041;58;142;22740
54042;141;333;21280
54043;500;1230;24190
54044;71;185;18140
54045;189;452;23050
54046;158;401;20970
54047;104;264;22280
54048;140;333;26950
54049;217;522;23370
54050;NULL;NULL;NULL
54051;529;1300;25010
54052;53;136;23340
54053;63;158;21450
54415;1736;3859;22530
54416;78;175;21490
54417;96;249;23840
54418;80;163;21680
54419;NULL;NULL;NULL
54420;NULL;NULL;NULL
54421;143;301;19280
54422;NULL;NULL;NULL
54423;162;320;18560
54424;NULL;NULL;NULL
54425;1009;2271;16990
54426;228;502;23360
54427;NULL;NULL;NULL
54428;362;768;20920
54429;123;303;24900
54430;2008;4241;19610
54431;6061;13187;19990
54432;883;1837;20770
54433;87;230;27360
54434;123;288;22730
54435;137;344;24760
54436;51;133;26790
54437;495;1180;24330
54438;NULL;NULL;NULL
54439;2238;5166;24200
54440;44;105;24640
54441;91;244;23790
54442;NULL;NULL;NULL
54443;NULL;NULL;NULL
54444;93;230;23930
54445;NULL;NULL;NULL
54446;NULL;NULL;NULL
54447;NULL;NULL;NULL
54449;423;1075;23200
54450;56;137;19650
54451;1580;3708;23850
54452;NULL;NULL;NULL
54453;80;163;23080
54455;56;161;20310
54456;233;597;24870
54457;NULL;NULL;NULL
54458;NULL;NULL;NULL
54459;1021;2372;27840
54460;64;155;22990
54461;NULL;NULL;NULL
54462;1142;2652;23490
54463;93;249;23710
54464;NULL;NULL;NULL
54465;326;758;21930
54466;131;344;21650
54467;65;188;18200
54468;44;109;24730
54469;161;421;25710
54470;NULL;NULL;NULL
54471;NULL;NULL;NULL
54472;382;856;19720
54473;103;246;22440
54474;77;184;24240
54475;63;162;21750
54476;169;408;22960
54477;66;166;24400
54478;61;144;24570
54479;39;105;23220
54480;NULL;NULL;NULL
54481;NULL;NULL;NULL
54482;4903;9490;21670
54483;3211;6912;22160
54484;77;196;19940
54485;127;294;22960
54486;151;352;24780
54487;NULL;NULL;NULL
54488;NULL;NULL;NULL
54489;63;148;22860
54490;576;1475;25210
54491;135;330;23750
54492;56;135;20650
54493;1020;2174;22300
54494;42;110;21440
54495;1826;4295;24590
54496;150;369;19280
54497;NULL;NULL;NULL
54498;2153;5075;24220
54499;42;102;22690
54500;81;188;21220
54501;NULL;NULL;NULL
54502;106;257;19760
54504;264;632;25130
54505;290;708;26130
54507;48;106;26920
54508;91;232;26760
54509;430;1025;23460
54510;117;314;23670
54511;49;126;21910
54512;47;109;17750
54513;291;635;21050
54514;250;615;25300
54515;102;234;26940
54516;NULL;NULL;NULL
54517;84;207;24260
54518;416;927;20560
54519;249;629;19780
54520;155;400;22470
54521;768;1639;24060
54522;54;118;21270
54523;79;177;26340
54524;NULL;NULL;NULL
54525;248;586;33590
54526;3784;9083;20290
54527;292;696;26170
54528;6945;14666;18080
54529;NULL;NULL;NULL
54530;NULL;NULL;NULL
54531;NULL;NULL;NULL
54532;74;166;22480
54533;1014;2549;21760
54534;200;524;21640
54535;77;196;27140
54536;1145;2377;20040
54537;267;710;32290
54538;143;357;19410
54539;104;232;20820
54540;253;546;15820
54541;66;175;22450
54542;1032;2272;22860
54543;61;139;20870
54544;62;145;23240
54545;83;219;21040
54546;414;937;23620
54547;11761;24523;16610
54548;225;516;19730
54549;1668;3552;21810
54550;129;318;22720
54551;NULL;NULL;NULL
54552;NULL;NULL;NULL
54553;72;157;23520
54554;NULL;NULL;NULL
52520;83;163;20110
52522;131;319;22720
52523;NULL;NULL;NULL
52524;118;221;17390
52525;NULL;NULL;NULL
52526;NULL;NULL;NULL
52528;64;148;19040
52529;473;1028;22260
52534;655;1503;21120
55252;54;133;20540
55253;317;706;20310
55254;54;120;18420
55255;95;236;19340
55256;55;140;20930
55257;NULL;NULL;NULL
55258;240;627;20220
55260;NULL;NULL;NULL
55261;67;150;20470
55262;91;203;20840
55263;67;153;23250
55264;120;286;20160
55265;49;126;19480
55266;NULL;NULL;NULL
55267;107;253;21140
55268;284;680;22180
55269;NULL;NULL;NULL
55270;NULL;NULL;NULL
55271;156;357;22580
55272;185;444;23380
55274;125;286;21230
55275;NULL;NULL;NULL
55276;85;226;20850
55278;76;187;23500
55279;184;423;19630
55280;NULL;NULL;NULL
55281;NULL;NULL;NULL
55282;NULL;NULL;NULL
55284;NULL;NULL;NULL
55285;76;166;21180
55286;85;236;20070
55288;604;1351;18950
55289;NULL;NULL;NULL
55290;NULL;NULL;NULL
55291;1822;3535;18680
55292;82;186;21190
55293;70;162;18760
55295;NULL;NULL;NULL
55296;228;470;22640
55297;48;105;20150
55298;116;294;20770
55299;41;111;15960
55300;87;217;23610
55301;56;118;22820
55302;519;1121;22240
55303;NULL;NULL;NULL
55304;76;152;22180
55306;50;115;21580
55307;NULL;NULL;NULL
55310;49;105;18830
55311;NULL;NULL;NULL
55312;69;164;21840
55313;NULL;NULL;NULL
55315;53;109;15960
55316;149;395;19040
55317;61;166;22790
55320;NULL;NULL;NULL
55321;64;164;24780
55322;NULL;NULL;NULL
55323;NULL;NULL;NULL
55324;240;499;19440
55325;NULL;NULL;NULL
55326;47;108;20360
55327;106;247;22900
55328;131;288;18840
55329;102;218;20490
55330;NULL;NULL;NULL
55331;NULL;NULL;NULL
55332;97;220;22430
55333;NULL;NULL;NULL
55334;71;174;21930
55335;97;224;21020
55336;69;147;21160
55338;65;143;16520
55339;NULL;NULL;NULL
55340;167;366;21810
55341;48;123;25660
55343;NULL;NULL;NULL
55344;NULL;NULL;NULL
55345;52;101;20870
55346;118;264;19500
55347;139;326;21150
55348;155;358;18060
55349;52;133;21080
55350;NULL;NULL;NULL
55351;868;1746;20000
55352;61;131;22830
55353;NULL;NULL;NULL
55355;63;153;20300
55356;45;104;23010
55357;41;111;17110
55358;90;191;23330
55359;88;198;22200
55360;50;99;21450
55361;51;124;24370
55362;68;175;21360
55363;NULL;NULL;NULL
55364;308;662;20310
55365;65;133;17650
55366;421;984;24070
55367;49;137;24510
55368;61;149;19480
55369;371;830;23060
55370;88;190;20100
55371;NULL;NULL;NULL
55372;172;370;21520
55373;NULL;NULL;NULL
55374;NULL;NULL;NULL
55375;NULL;NULL;NULL
55376;NULL;NULL;NULL
55377;NULL;NULL;NULL
55378;110;238;18420
55379;NULL;NULL;NULL
55380;NULL;NULL;NULL
55381;73;166;20900
55382;155;362;20530
55383;96;237;22120
55384;50;132;22610
55385;206;514;23120
55386;89;237;21810
55387;104;224;23860
55388;108;287;20380
55389;120;268;21570
55391;79;190;19390
55394;NULL;NULL;NULL
55395;NULL;NULL;NULL
55396;98;208;21570
55397;100;222;18410
55398;433;1066;20960
55399;42;111;20770
55400;NULL;NULL;NULL
55401;177;412;23020
55403;NULL;NULL;NULL
55404;116;295;22880
55405;104;246;21990
55406;NULL;NULL;NULL
55407;64;137;23250
55408;73;165;22140
55409;NULL;NULL;NULL
55410;64;139;22400
55411;NULL;NULL;NULL
55412;80;207;19530
55414;82;177;22290
55415;NULL;NULL;NULL
55416;91;212;19820
55419;62;140;22340
55420;NULL;NULL;NULL
55421;NULL;NULL;NULL
55422;NULL;NULL;NULL
55423;136;326;21280
55424;NULL;NULL;NULL
55425;55;123;23370
55426;155;381;23910
55427;1203;2484;19750
55428;51;127;20140
55429;NULL;NULL;NULL
55430;NULL;NULL;NULL
55431;NULL;NULL;NULL
55433;143;360;20760
55434;NULL;NULL;NULL
55435;335;766;20000
54063;70;150;20340
54064;135;292;19500
54065;487;1095;21080
54066;125;343;25590
54067;298;721;23310
54068;NULL;NULL;NULL
54069;200;512;33710
54070;67;186;26690
54071;78;168;22620
54072;105;251;24390
54073;366;890;23260
54074;NULL;NULL;NULL
54075;72;128;21910
54076;1719;4013;20860
54077;430;936;17750
54078;NULL;NULL;NULL
54079;1852;4407;18860
54080;432;1034;21370
54081;176;391;23810
54082;78;187;23300
54083;76;183;22210
54084;369;827;20180
54085;NULL;NULL;NULL
54086;164;387;21360
54087;55;138;19620
54088;92;226;22400
54089;580;1396;26360
54090;1764;3964;25360
54091;150;389;24970
54092;NULL;NULL;NULL
54093;67;163;24560
54094;77;178;24170
54095;NULL;NULL;NULL
54096;153;403;30370
54097;52;107;17550
54098;68;165;23230
54099;3672;8030;22600
54100;300;750;24330
54101;51;126;19120
54102;259;638;26260
54103;85;214;22610
54104;97;253;24450
54105;232;547;22620
54106;NULL;NULL;NULL
54107;NULL;NULL;NULL
54108;63;150;25370
54109;352;906;25310
54110;217;559;27070
54111;1281;2821;23340
54112;269;707;21560
54113;596;1497;25930
54114;133;311;24380
54115;3127;6615;21110
54116;874;2130;23410
54117;47;118;24370
54118;241;593;22620
54119;NULL;NULL;NULL
54120;139;338;22160
54121;85;195;24100
54122;299;749;25000
54123;704;1718;24270
54124;NULL;NULL;NULL
54125;194;471;21410
54126;89;208;24980
54127;251;619;29840
54128;286;705;20840
54129;702;1467;17680
54130;71;175;18890
54131;178;486;25140
54132;NULL;NULL;NULL
54133;51;131;20980
54134;105;243;21390
54135;540;1368;21380
54136;1106;2425;21480
54137;227;535;27710
54138;1136;2698;30120
54139;134;374;24650
54140;NULL;NULL;NULL
54141;61;158;27980
54142;57;152;22680
54143;154;375;22340
54144;152;356;24950
54145;376;943;23380
54146;118;295;22620
54147;45;113;19480
54148;275;669;21140
54149;639;1457;25450
54150;1312;3040;22510
54151;409;999;28180
54152;1381;3306;21870
54153;NULL;NULL;NULL
54154;228;503;21430
54155;154;412;23590
54156;196;477;21080
54157;2015;4432;20850
54158;55;141;24040
54159;4166;9582;21570
54160;145;415;21230
54161;129;316;19020
54162;463;1134;23440
54163;103;254;18620
54164;NULL;NULL;NULL
54165;246;577;40280
54166;NULL;NULL;NULL
54167;788;1917;23720
54168;134;303;30420
54169;NULL;NULL;NULL
54170;NULL;NULL;NULL
54171;456;1089;23890
54172;109;274;26450
54173;58;172;20930
54174;1595;3934;22460
54175;142;370;21580
54176;492;1082;21720
54177;100;252;21520
54178;76;180;24720
54179;123;307;25690
54180;NULL;NULL;NULL
54181;291;668;25120
54182;150;361;21420
54183;NULL;NULL;NULL
54184;4212;8468;21770
54185;NULL;NULL;NULL
54186;449;1160;28540
54187;46;105;19710
54188;464;1229;25770
54189;238;595;21080
54190;50;104;23460
54191;51;117;21790
54192;133;334;24480
54193;NULL;NULL;NULL
54194;188;454;26820
54195;69;189;24250
54196;660;1503;25250
54197;987;2243;28410
54198;111;285;20910
54199;169;409;21360
54200;59;153;22180
54201;138;329;18890
54202;142;371;28100
54203;68;176;22690
54204;NULL;NULL;NULL
54205;1125;2574;19430
54206;143;360;20280
54207;NULL;NULL;NULL
54208;132;304;23630
54209;NULL;NULL;NULL
54210;88;226;22520
54211;91;199;19530
54212;158;423;29010
54213;148;375;21780
54214;276;714;26440
54215;2880;6306;20740
54216;46;111;20000
54217;72;178;22000
54218;NULL;NULL;NULL
51439;195;543;26660
51440;700;1737;20840
51441;53;99;21850
51442;67;148;20520
51443;50;119;25400
51444;191;476;28920
51445;88;205;27470
51446;195;452;23000
51447;191;515;25530
51448;260;567;27060
51449;404;1041;27750
51450;173;457;31460
51451;NULL;NULL;NULL
51452;NULL;NULL;NULL
51453;446;1116;25860
51454;79124;158935;18580
51455;92;231;24930
51456;NULL;NULL;NULL
51457;117;277;24670
51458;NULL;NULL;NULL
51459;44;106;20290
51460;73;183;20700
51461;429;1023;29300
51463;72;167;24490
51464;123;304;24770
51465;69;164;30180
51466;85;205;24250
51468;144;398;34660
51469;43;113;25300
51470;NULL;NULL;NULL
51471;161;382;32970
51472;426;1062;22010
51473;47;116;24720
51474;1514;3502;22690
51475;NULL;NULL;NULL
51476;296;789;27010
51477;124;353;24900
51478;164;422;22050
51479;103;261;29350
51480;47;112;29090
51482;211;555;25330
51483;211;566;24110
51484;100;267;23570
51485;114;305;25180
51486;151;371;22570
51487;129;337;23090
51488;126;336;26560
51489;NULL;NULL;NULL
51490;79;201;24580
51491;49;110;21440
51492;674;1488;20860
51493;NULL;NULL;NULL
51495;NULL;NULL;NULL
51496;107;279;25220
51497;NULL;NULL;NULL
51498;NULL;NULL;NULL
51499;63;148;26340
51500;47;107;20130
51501;85;195;21890
51502;NULL;NULL;NULL
51503;NULL;NULL;NULL
51504;362;779;26240
51505;193;491;22780
51506;2580;5495;20010
51507;1958;3814;19380
51508;86;206;21210
51509;113;290;27400
51510;51;132;21590
51511;55;136;21160
51512;36;102;27300
51513;208;478;20650
51514;NULL;NULL;NULL
51515;126;319;21500
51516;NULL;NULL;NULL
51517;59;139;18880
51518;239;611;32170
51519;NULL;NULL;NULL
51520;NULL;NULL;NULL
51521;86;210;20830
51522;140;352;16110
51523;109;260;26150
51524;126;282;25450
51525;863;2102;27430
51526;169;381;23930
51527;115;273;23600
51528;52;129;19050
51529;152;431;23600
51530;255;715;22860
